id,title,type,release_year,age_certification,genres,imdb_score,tmdb_score,stream
ts222889,#martyisdead,SHOW,2019,,['drama'],,7.3,3
tm861176,Hero,MOVIE,2019,G,"['thriller', 'action', 'drama']",6.4,6.5,3
tm625352,Darling Nikki,MOVIE,2019,,['drama'],5.3,2.5,3
tm827969,Shadowplay,MOVIE,2019,,"['fantasy', 'thriller']",4.9,1.5,3
ts216637,Journal of the Mysterious Creatures,SHOW,2019,TV-14,"['scifi', 'animation', 'comedy', 'fantasy']",7.3,10.0,3
tm513489,Her Name Was Christa,MOVIE,2020,,"['thriller', 'horror', 'romance']",4.4,6.0,3
tm831214,Wings Over Everest,MOVIE,2019,,['action'],5.2,8.0,3
tm811208,Sarileru Neekevvaru,MOVIE,2020,PG-13,"['action', 'comedy', 'drama']",6.0,6.4,3
tm1199764,Amazing Christmas Recipes For Kids,MOVIE,2019,,[],,,3
tm536960,Rag Doll,MOVIE,2019,,"['action', 'drama']",5.6,6.5,3
tm819331,10/31 Part 2,MOVIE,2019,,['horror'],4.5,3.6,3
tm853996,Dino Dana: The Movie,MOVIE,2020,PG,"['comedy', 'family', 'fantasy']",5.2,6.7,3
ts251561,De la vida al plato,SHOW,2020,,['documentation'],6.4,10.0,3
tm831276,Avane Srimannarayana,MOVIE,2019,,"['drama', 'fantasy', 'romance', 'action', 'comedy']",7.9,7.5,3
tm870683,"The Badge, the Bible, and Bigfoot",MOVIE,2019,,['action'],4.0,,3
tm490348,Marjaavaan,MOVIE,2019,,"['action', 'drama', 'romance']",3.8,7.2,3
tm818187,The Sleepwalkers,MOVIE,2019,,"['documentation', 'history', 'drama']",6.4,6.9,3
ts102139,Sergio Ramos,SHOW,2019,,"['sport', 'documentation', 'reality']",5.3,4.4,3
tm813843,Preacher Lawson: Get to Know Me,MOVIE,2019,,['comedy'],7.7,,3
tm933725,Combat Wombat,MOVIE,2020,G,"['action', 'comedy', 'animation', 'family', 'fantasy']",5.2,7.0,3
tm981061,Unpaused,MOVIE,2020,,"['drama', 'comedy', 'romance']",7.0,5.8,3
tm949001,Picasso,MOVIE,2019,,['drama'],8.1,,3
tm817961,Gurkha,MOVIE,2019,G,"['comedy', 'drama', 'action']",5.0,4.5,3
tm315317,The Invincible Dragon,MOVIE,2019,,"['comedy', 'thriller', 'crime', 'action']",4.3,3.9,3
tm852434,Ayyappanum Koshiyum,MOVIE,2020,,"['action', 'comedy', 'thriller', 'drama']",8.0,7.7,3
ts233538,A Series of Light,SHOW,2020,,"['thriller', 'drama']",7.9,,3
tm945432,Among Us,MOVIE,2019,,['documentation'],5.5,7.2,3
tm474159,Saving Zoë,MOVIE,2019,R,"['drama', 'thriller', 'crime']",5.3,6.1,3
tm436114,Unthinkable,MOVIE,2020,,['thriller'],6.2,3.0,3
tm891196,Deep Sea Monster Raiga vs. Lava Beast Ohga,MOVIE,2020,,['scifi'],4.1,6.0,3
tm675441,Shubh Mangal Zyada Saavdhan,MOVIE,2020,,"['romance', 'comedy', 'crime']",5.9,6.5,3
tm949349,Road Head,MOVIE,2020,,['horror'],5.1,4.5,3
tm475569,The Prague Orgy,MOVIE,2019,,"['drama', 'thriller', 'documentation']",4.6,3.7,3
ts251977,Pan y Circo,SHOW,2020,TV-MA,[],6.6,6.7,3
tm924903,Midnight Devils,MOVIE,2020,,['horror'],3.6,,3
tm991672,The Lost,MOVIE,2020,PG-13,"['drama', 'thriller', 'crime']",5.2,,3
tm484978,Kindred Spirits,MOVIE,2019,,"['documentation', 'thriller', 'horror']",5.0,6.5,3
tm817713,Blowing Up Right Now,MOVIE,2019,,"['comedy', 'romance']",4.5,5.0,3
tm812775,Dead Voices,MOVIE,2020,,"['horror', 'thriller', 'documentation']",2.8,,3
tm822344,Extraordinary: The Seeding,MOVIE,2019,,['documentation'],5.1,6.9,3
ts243572,Súbete a mi Moto,SHOW,2020,TV-14,['drama'],5.9,7.6,3
tm905419,Quota,MOVIE,2020,G,"['family', 'drama']",9.2,4.0,3
ts101897,Ming Dynasty,SHOW,2019,,"['drama', 'fantasy', 'history']",7.8,8.7,3
ts262037,Bread Barbershop,SHOW,2020,TV-Y,['animation'],7.3,,3
tm840585,Bad Ben 7: The Haunted Highway,MOVIE,2019,R,"['horror', 'comedy']",4.6,4.0,3
tm854824,Mafia,MOVIE,2020,PG-13,"['drama', 'comedy', 'action', 'crime']",5.9,6.1,3
tm823038,Chiara Ferragni: Unposted,MOVIE,2019,G,"['documentation', 'european']",4.3,5.9,3
tm447755,Back of the Net,MOVIE,2019,,"['drama', 'comedy', 'family']",5.1,6.8,3
ts110030,DeporTed,SHOW,2020,,['comedy'],,10.0,3
ts235770,Winter Begonia,SHOW,2020,,"['drama', 'romance', 'war', 'history', 'music']",8.8,9.0,3
tm879946,Circle,MOVIE,2019,,['action'],6.6,,3
tm468028,The Pollinators,MOVIE,2019,,['documentation'],7.2,8.0,3
tm971326,Gunpoint,MOVIE,2020,PG,['thriller'],,8.5,3
tm1035723,Found.,MOVIE,2020,,"['drama', 'family']",6.1,2.0,3
tm461892,Stray Dolls,MOVIE,2019,,"['drama', 'crime', 'thriller']",4.9,4.7,3
tm844634,Andy Murray: Resurfacing,MOVIE,2019,,"['documentation', 'sport']",7.9,6.9,3
tm811063,Section 375,MOVIE,2019,,"['crime', 'drama', 'thriller']",8.1,7.5,3
tm473707,Hearts and Bones,MOVIE,2019,,['drama'],6.6,6.1,3
tm896429,The Monopoly on Violence,MOVIE,2020,,['documentation'],6.7,7.7,3
tm679848,Because We Are Girls,MOVIE,2019,PG,['documentation'],7.3,8.0,3
tm430276,Imprisoned,MOVIE,2019,R,"['thriller', 'drama']",5.1,5.1,3
tm824272,A Promise to Astrid,MOVIE,2019,,['drama'],5.6,1.0,3
tm813519,10E,MOVIE,2019,,['comedy'],5.1,5.5,3
tm556639,Blood Pi,MOVIE,2020,,['horror'],3.8,1.0,3
tm934752,Quarantine Girl,MOVIE,2020,,"['horror', 'thriller']",4.8,4.1,3
tm950231,The Florist,MOVIE,2020,,['drama'],3.1,2.5,3
tm814728,The Mongolian Connection,MOVIE,2019,,['action'],5.5,5.8,3
tm908883,Summer Rebels,MOVIE,2020,,['family'],6.2,5.0,3
tm366257,Sye Raa Narasimha Reddy,MOVIE,2019,,"['drama', 'history', 'war', 'action']",7.5,6.5,3
tm371953,Viswasam,MOVIE,2019,PG,"['drama', 'action']",6.5,6.4,3
tm828989,10 Horas para o Natal,MOVIE,2020,,"['comedy', 'family']",5.6,9.0,3
tm485162,Mardaani 2,MOVIE,2019,,"['action', 'crime', 'drama', 'thriller']",7.4,7.3,3
tm1124484,Jeff Allen: I Can Laugh About It Now,MOVIE,2019,PG,[],,,3
tm941298,Film Fest,MOVIE,2020,,"['drama', 'comedy']",5.3,6.7,3
tm811360,Aruvam,MOVIE,2019,PG-13,"['thriller', 'horror', 'action', 'comedy']",4.6,4.5,3
tm429641,Next Level,MOVIE,2019,,['family'],3.8,6.4,3
tm483803,Forte,MOVIE,2020,G,"['comedy', 'european']",5.0,5.4,3
tm425850,Tucked,MOVIE,2019,,['drama'],6.7,6.7,3
tm477054,Mother's Little Helpers,MOVIE,2019,,"['drama', 'family', 'music', 'comedy']",5.1,7.0,3
tm888459,The Phoenix,MOVIE,2020,R,['drama'],,,3
tm853226,Jaanu,MOVIE,2020,G,"['romance', 'drama']",6.9,5.3,3
tm843758,A Christmas Recipe for Romance,MOVIE,2019,G,['romance'],5.6,6.5,3
tm471975,Mio on the Shore,MOVIE,2019,,['drama'],,6.7,3
ts255728,Carolina Marín: Puedo porque pienso que puedo,SHOW,2020,,"['sport', 'documentation']",7.8,10.0,3
tm474757,Chitralahari,MOVIE,2019,,"['drama', 'romance']",7.1,6.7,3
tm682127,A Christmas Princess,MOVIE,2019,,"['comedy', 'romance']",5.5,6.7,3
ts188353,Afsos,SHOW,2020,,"['comedy', 'drama']",7.5,7.0,3
tm898518,Still The Water,MOVIE,2020,,['drama'],,6.0,3
tm466182,From Zero to I Love You,MOVIE,2019,,"['romance', 'drama']",6.2,5.3,3
tm475099,Ishq,MOVIE,2019,G,"['thriller', 'romance', 'drama']",7.5,5.2,3
ts264427,Britain by Narrowboat,SHOW,2020,,['reality'],8.2,,3
tm519230,Kavaludaari,MOVIE,2019,,"['thriller', 'crime', 'drama']",8.0,7.1,3
tm878707,Marketing the Messiah,MOVIE,2020,,['documentation'],6.6,,3
tm913350,The Curse of Hobbes House,MOVIE,2020,R,"['thriller', 'drama', 'horror']",3.8,6.7,3
tm979329,We Still Say Grace,MOVIE,2020,,['thriller'],5.4,6.5,3
tm445958,Brooklyn Love Stories,MOVIE,2019,PG-13,"['drama', 'romance']",5.3,5.0,3
tm838020,Among Thieves,MOVIE,2019,,['thriller'],,,3
tm852617,#cats_the_mewvie,MOVIE,2020,,['documentation'],5.3,5.9,3
tm413001,Dabangg 3,MOVIE,2019,,"['action', 'crime', 'comedy']",3.0,5.7,3
tm815775,Bhoot: Part One - The Haunted Ship,MOVIE,2020,,"['horror', 'thriller']",5.5,6.1,3
tm949808,Language Arts,MOVIE,2020,,['drama'],6.8,6.0,3
tm949509,Amber's Descent,MOVIE,2020,,"['thriller', 'horror']",3.5,,3
ts262117,Phungus & Mowld,SHOW,2020,,"['animation', 'comedy', 'scifi']",5.8,,3
tm937468,Silence,MOVIE,2020,,"['thriller', 'horror']",,,3
tm536629,37-Teen,MOVIE,2019,,['comedy'],4.4,6.0,3
tm980571,15 Killings,MOVIE,2020,,"['thriller', 'crime', 'drama']",3.3,4.6,3
tm891966,All About Who You Know,MOVIE,2019,,['comedy'],4.7,5.6,3
tm984433,Lost Heart,MOVIE,2020,,"['thriller', 'drama']",,,3
tm434796,The Legend of Halloween Jack,MOVIE,2020,R,"['horror', 'thriller']",3.4,6.0,3
tm839398,Escape and Evasion,MOVIE,2019,,"['drama', 'war']",4.6,6.1,3
tm860957,Home Sweet Home,MOVIE,2020,PG,"['drama', 'comedy', 'romance']",4.8,6.0,3
tm982898,Christmas Staycation,MOVIE,2020,,['comedy'],8.3,9.5,3
tm460889,Love Shot,MOVIE,2019,R,"['comedy', 'crime', 'romance']",5.5,7.0,3
tm831278,Thunderbird,MOVIE,2019,,['thriller'],4.4,5.5,3
tm469332,Chris Porter: A Man From Kansas,MOVIE,2019,,['comedy'],,6.5,3
tm434602,American Dreamer,MOVIE,2019,R,"['thriller', 'crime', 'drama']",6.2,6.3,3
tm861242,Faith,MOVIE,2019,R,['drama'],5.2,,3
tm825277,Gary Owen: #DoinWhatIDo,MOVIE,2019,,['comedy'],7.2,6.0,3
tm424073,Anthem of a Teenage Prophet,MOVIE,2019,,"['drama', 'fantasy']",5.3,6.6,3
tm445485,Lucifer,MOVIE,2019,,"['thriller', 'drama', 'action', 'crime']",7.5,7.4,3
tm916514,A Deadly Legend,MOVIE,2020,,['horror'],2.6,2.7,3
tm450801,Majili,MOVIE,2019,PG,"['drama', 'romance']",7.2,6.0,3
tm497684,The Angel of Auschwitz,MOVIE,2019,,"['drama', 'thriller', 'war']",3.5,5.9,3
tm373159,Oru Adaar Love,MOVIE,2019,G,"['comedy', 'romance']",5.4,5.7,3
tm362332,Manikarnika: The Queen of Jhansi,MOVIE,2019,,"['history', 'drama', 'action']",6.4,6.9,3
tm889288,The Legion,MOVIE,2020,R,"['action', 'history']",3.1,6.2,3
tm828388,What Lies West,MOVIE,2019,,['drama'],5.4,,3
tm811012,Jawaani Jaaneman,MOVIE,2020,,"['comedy', 'drama']",6.5,6.3,3
tm363107,Foxtrot Six,MOVIE,2019,,"['action', 'scifi', 'drama']",5.5,6.0,3
tm919546,All In: The Fight for Democracy,MOVIE,2020,PG-13,['documentation'],6.6,7.6,3
tm1051668,Fix Us,MOVIE,2019,,['comedy'],,,3
ts251959,The Sleepless Princess,SHOW,2020,,['drama'],,6.0,3
tm1176850,The Final List,MOVIE,2019,,"['drama', 'comedy']",,,3
tm449030,Fraud Saiyyan,MOVIE,2019,,"['drama', 'comedy']",4.2,4.3,3
tm948964,Await the Dawn,MOVIE,2020,,"['horror', 'scifi']",3.8,4.4,3
tm824223,American Heretics: The Politics of the Gospel,MOVIE,2019,,['documentation'],6.3,,3
ts225837,The Wolf,SHOW,2020,,"['drama', 'action']",,8.1,3
tm884470,For Jennifer,MOVIE,2020,,[],,6.0,3
tm1107457,Big Brother,MOVIE,2020,,"['thriller', 'action', 'drama']",4.7,3.2,3
ts88813,MAGI The Tensho Boys' Embassy,SHOW,2019,,"['drama', 'history']",6.6,,3
tm813824,Laal Kaptaan,MOVIE,2019,,"['action', 'drama', 'western']",7.3,7.3,3
ts240003,Spoopy Movie Time,SHOW,2020,,"['comedy', 'horror']",5.0,,3
tm949755,A Gruta,MOVIE,2020,,['horror'],3.0,6.4,3
tm503281,Embryo,MOVIE,2020,,"['horror', 'scifi']",4.0,,3
tm838388,Why Me,MOVIE,2020,,"['drama', 'family']",,,3
tm487303,Pagalpanti,MOVIE,2019,,"['action', 'comedy', 'drama']",3.2,4.8,3
tm967568,Pasture,MOVIE,2020,,['horror'],3.6,,3
tm848235,Josie & Jack,MOVIE,2019,,['drama'],4.5,7.5,3
tm466183,CRSHD,MOVIE,2019,,"['drama', 'comedy']",4.5,2.5,3
tm827416,Alexander Babu: Alex in Wonderland,MOVIE,2019,,['comedy'],9.2,9.7,3
tm438272,Britt-Marie Was Here,MOVIE,2019,PG,"['drama', 'comedy', 'sport', 'european']",5.4,4.8,3
tm474110,Ayogya,MOVIE,2019,,"['action', 'crime']",,7.5,3
tm930991,Out of Body,MOVIE,2020,,"['scifi', 'comedy', 'drama', 'romance']",6.5,2.0,3
tm944241,Painter,MOVIE,2020,PG,['thriller'],,2.0,3
tm847498,Mathu Vadalara,MOVIE,2019,,"['thriller', 'crime', 'comedy']",8.2,7.6,3
tm832962,On the Trail of Bigfoot,MOVIE,2019,,"['documentation', 'horror']",6.1,6.5,3
tm998130,The Day of the Living Dead,MOVIE,2020,,['horror'],,,3
ts223869,Under the Power,SHOW,2019,,"['drama', 'history', 'romance', 'action']",7.7,8.0,3
tm847100,Driving Licence,MOVIE,2019,,"['thriller', 'comedy', 'drama']",7.2,7.1,3
tm950461,The Rest of Us,MOVIE,2019,PG-13,['drama'],,,3
ts235753,Wild and Free: Florianópolis,SHOW,2020,,['reality'],,10.0,3
tm852244,Chhalaang,MOVIE,2020,,"['drama', 'comedy', 'sport']",7.0,6.4,3
tm422638,NGK,MOVIE,2019,G,"['drama', 'action']",6.3,5.1,3
tm554748,The Mare,MOVIE,2020,,"['thriller', 'horror']",5.1,,3
tm244275,Peranbu,MOVIE,2019,,['drama'],9.1,7.9,3
tm461053,Girl/Girl Scene: The Movie,MOVIE,2019,,"['romance', 'comedy', 'drama']",2.4,3.7,3
tm956126,Crypto Legacy,MOVIE,2020,,"['action', 'horror', 'thriller']",2.2,6.0,3
tm811840,Apartment 413,MOVIE,2019,,['thriller'],4.7,6.0,3
tm464824,Pati Patni Aur Woh,MOVIE,2019,,"['romance', 'comedy']",5.7,6.8,3
tm460997,Virus,MOVIE,2019,,"['drama', 'thriller']",7.9,7.8,3
tm675168,Pulanaivu,MOVIE,2019,,"['crime', 'romance', 'thriller']",6.9,,3
tm843345,Pinkfong & Baby Shark's Space Adventure,MOVIE,2019,,"['animation', 'family', 'fantasy']",5.1,4.0,3
tm948918,Beautiful in the Morning,MOVIE,2019,,['drama'],5.1,,3
tm423796,Elsewhere,MOVIE,2020,R,"['drama', 'comedy', 'animation']",5.9,5.8,3
tm863373,Lillith,MOVIE,2019,,"['comedy', 'horror']",3.8,5.0,3
tm676738,Agent Sai Srinivasa Athreya,MOVIE,2019,,"['comedy', 'crime', 'thriller', 'action']",8.4,7.5,3
ts84658,Kemurikusa,SHOW,2019,,"['scifi', 'animation', 'action']",7.1,6.0,3
tm886925,Slipping Into Darkness,MOVIE,2020,,['crime'],,,3
tm858144,Elton John: Uncensored,MOVIE,2019,,"['documentation', 'music']",,7.4,3
tm476320,Turned Out,MOVIE,2019,,['drama'],6.0,,3
tm440456,Cattle Hill,MOVIE,2019,,"['family', 'animation', 'european']",5.1,7.9,3
tm864005,Don't Let Them In,MOVIE,2020,,['horror'],4.6,6.0,3
tm950004,The Project,MOVIE,2020,,"['thriller', 'horror']",4.3,3.0,3
tm840283,Adithya Varma,MOVIE,2019,,"['drama', 'romance']",6.5,6.9,3
tm942469,Durgamati: The Myth,MOVIE,2020,,"['thriller', 'horror']",,6.3,3
ts255472,Alejandro Sanz: #Lagira de #eldisco,SHOW,2019,,['music'],,10.0,3
tm404881,The Corrupted,MOVIE,2019,R,"['thriller', 'crime', 'drama']",5.7,6.0,3
tm462732,Avenues,MOVIE,2019,,"['drama', 'comedy']",5.8,7.3,3
tm872069,Tammy Pescatelli's Way After School Special,MOVIE,2020,R,['comedy'],6.4,8.0,3
tm447114,F2: Fun and Frustration,MOVIE,2019,PG,['comedy'],6.1,5.1,3
ts190132,One Mic Stand,SHOW,2019,TV-MA,"['comedy', 'reality']",6.3,6.0,3
tm844747,A Haunting on Brockway Street,MOVIE,2019,,"['horror', 'documentation']",5.2,7.0,3
tm887007,Finding Grace,MOVIE,2020,,['drama'],5.4,6.3,3
tm460176,Tone Bell - Can't Cancel This,MOVIE,2019,,['comedy'],7.5,7.0,3
tm914653,No Turning Back,MOVIE,2019,,['drama'],,6.0,3
ts89818,Free Meek,SHOW,2019,TV-MA,['documentation'],6.1,10.0,3
tm1176240,The 5th King,MOVIE,2019,,[],,,3
tm851876,Taana,MOVIE,2020,G,"['horror', 'action', 'comedy']",4.6,5.7,3
tm831203,Four Enchanted Sisters,MOVIE,2020,,"['comedy', 'family', 'fantasy', 'european']",4.8,5.5,3
tm932564,"Events Transpiring Before, During, and After a High School Basketball Game",MOVIE,2020,,['comedy'],5.9,,3
tm294746,The Underdog,MOVIE,2019,G,"['drama', 'action', 'crime', 'thriller', 'animation']",6.1,8.0,3
tm1094489,Green Light,MOVIE,2019,,['documentation'],8.3,,3
tm1031543,Sideshow,MOVIE,2020,,['comedy'],5.6,5.3,3
tm867843,Oorantha Anukuntunnaru,MOVIE,2019,,"['drama', 'family']",5.8,,3
tm827290,The Mountain Minor,MOVIE,2019,,['drama'],6.7,,3
ts238953,The Silk Road,SHOW,2019,,['documentation'],8.2,,3
tm829383,Killer Queen,MOVIE,2019,,['thriller'],6.1,7.0,3
tm535655,Ruta Madre,MOVIE,2019,PG-13,"['drama', 'comedy']",4.8,5.5,3
tm995842,Infidelity,MOVIE,2020,,"['drama', 'romance', 'thriller']",7.4,,3
ts238054,Avocado Toast,SHOW,2020,,"['comedy', 'drama', 'romance']",5.6,4.0,3
tm889160,A Stormy Night,MOVIE,2020,,"['drama', 'european']",5.7,6.6,3
tm486202,Sita,MOVIE,2019,,"['action', 'romance']",5.1,6.2,3
tm918182,Beatrix Farrand's American Landscapes,MOVIE,2019,,['documentation'],,9.0,3
tm899395,Enchantimals: Spring Into Harvest Hills,MOVIE,2020,,"['drama', 'family', 'fantasy', 'animation', 'action']",6.1,10.0,3
tm479283,I Wrote This for You,MOVIE,2020,,"['fantasy', 'comedy', 'drama']",5.5,5.0,3
tm896939,Mighty Oak,MOVIE,2020,PG-13,"['comedy', 'drama']",5.2,6.6,3
tm811197,Evaru,MOVIE,2019,PG,"['crime', 'thriller', 'drama']",8.2,6.9,3
tm448704,Pathinettam Padi,MOVIE,2019,,"['action', 'drama', 'thriller']",6.0,6.1,3
tm836629,The Nomads,MOVIE,2019,,"['drama', 'sport']",6.3,6.3,3
tm452795,The Deposit,MOVIE,2019,,"['drama', 'european']",6.4,5.0,3
tm819325,Florrie,MOVIE,2019,,['drama'],7.8,,3
tm849255,The Bet,MOVIE,2020,,['comedy'],3.9,6.5,3
ts88435,Big Dogs,SHOW,2020,TV-14,"['crime', 'thriller', 'drama', 'action']",5.6,5.5,3
tm373959,My Grandpa is an Alien,MOVIE,2019,,"['scifi', 'family', 'fantasy']",6.1,7.4,3
ts97421,Chronofilm,SHOW,2020,,['scifi'],5.7,,3
tm854925,Sufna,MOVIE,2020,,"['drama', 'romance']",8.0,9.7,3
tm833860,Action,MOVIE,2019,,"['action', 'thriller']",4.6,5.9,3
tm864309,An Impossible Project,MOVIE,2020,R,['documentation'],7.1,,3
tm827511,Nikka Zaildar 3,MOVIE,2019,,"['comedy', 'drama']",4.0,4.0,3
tm814380,Iliza Shlesinger: Over & Over,MOVIE,2019,,"['documentation', 'comedy']",6.0,6.7,3
tm463801,Breaking Habits,MOVIE,2019,,['documentation'],6.5,7.3,3
tm484907,Gang Leader,MOVIE,2019,,"['romance', 'action', 'comedy', 'crime', 'thriller']",7.7,6.9,3
tm447179,Ash,MOVIE,2019,,['drama'],5.7,,3
tm935553,The Name,MOVIE,2020,,"['drama', 'romance']",7.8,6.0,3
tm832950,Scare Attraction,MOVIE,2019,R,"['comedy', 'horror', 'thriller']",3.1,4.7,3
tm930163,Root of the Problem,MOVIE,2019,,['drama'],6.9,6.0,3
tm822276,Shylock,MOVIE,2020,,"['action', 'drama', 'thriller', 'european']",5.1,3.1,3
tm494703,Vanilla,MOVIE,2019,,"['comedy', 'romance']",5.3,6.0,3
tm414710,Big Kill,MOVIE,2019,R,"['western', 'action']",5.3,5.7,3
tm857237,South,MOVIE,2020,,['documentation'],,6.3,3
tm470472,Yajamana,MOVIE,2019,,"['action', 'family']",6.1,5.8,3
tm815444,Danny. Legend. God.,MOVIE,2020,R,"['comedy', 'crime', 'drama']",6.0,6.7,3
tm1009800,Amalia in the Fall,MOVIE,2020,,"['drama', 'european']",4.9,7.0,3
tm979349,A Royal Christmas Engagement,MOVIE,2020,,"['romance', 'family']",4.7,5.1,3
tm1006556,Clown Motel Vacancies,MOVIE,2020,,['horror'],4.3,,3
tm477281,Low Low,MOVIE,2019,,['drama'],4.8,5.8,3
tm888654,Break,MOVIE,2020,PG,"['crime', 'drama', 'sport']",4.6,5.4,3
tm684238,An Artist of the Floating World,MOVIE,2019,,['drama'],4.5,,3
tm490650,Kadaram Kondan,MOVIE,2019,,"['action', 'crime', 'thriller']",5.6,5.4,3
ts276581,#Kids,SHOW,2019,,['drama'],,,3
tm854957,Dia,MOVIE,2020,,"['drama', 'romance']",,6.6,3
tm849995,Nishabdham,MOVIE,2020,,"['horror', 'thriller']",6.2,6.4,3
tm813162,Home for Harvest,MOVIE,2019,,['romance'],4.6,6.3,3
tm861110,We,MOVIE,2019,PG,['drama'],,,3
tm837044,On The Edge,MOVIE,2020,,"['drama', 'sport']",6.3,6.6,3
tm916194,French Biriyani,MOVIE,2020,,['comedy'],5.8,10.0,3
tm533241,Phobic,MOVIE,2020,,"['thriller', 'horror']",3.2,,3
tm453490,Buck Run,MOVIE,2019,,['drama'],5.7,8.2,3
tm927093,Underplayed,MOVIE,2020,PG,"['music', 'documentation']",6.4,6.0,3
ts223211,Love and Redemption,SHOW,2020,,"['drama', 'scifi', 'romance', 'action', 'fantasy']",8.6,8.5,3
tm840484,Lured,MOVIE,2019,,['horror'],3.8,4.5,3
tm457896,Beneath The Leaves,MOVIE,2019,R,['thriller'],4.6,4.9,3
tm821343,ZillaFoot,MOVIE,2019,,"['fantasy', 'scifi', 'thriller', 'action']",4.8,2.5,3
tm818694,Prassthanam,MOVIE,2019,,"['drama', 'action']",5.8,6.7,3
tm811060,The Protectors,MOVIE,2020,,"['crime', 'scifi', 'action']",5.5,10.0,3
tm818720,X,MOVIE,2019,,"['comedy', 'drama', 'thriller']",4.4,6.0,3
tm817478,Dharma Prabhu,MOVIE,2019,G,"['fantasy', 'comedy', 'drama']",4.7,6.0,3
tm434836,Batla House,MOVIE,2019,,"['drama', 'thriller', 'action', 'crime', 'history']",7.2,7.0,3
ts251859,Bandish Bandits,SHOW,2020,,['drama'],,7.9,3
ts188533,HobbyKids Adventures,SHOW,2019,,"['comedy', 'family', 'animation']",2.7,4.0,3
tm844486,Russian Raid,MOVIE,2020,,['action'],5.3,5.5,3
tm827927,Imperial Blue,MOVIE,2019,,"['thriller', 'drama', 'fantasy']",4.6,,3
ts188351,I Fell In Love With A Sanki,SHOW,2019,,"['romance', 'comedy', 'drama', 'family']",8.7,,3
tm948637,No Gogó do Paulinho,MOVIE,2020,,['comedy'],5.4,,3
tm941246,Behind Closed Doors,MOVIE,2020,,"['horror', 'drama', 'thriller']",5.4,,3
tm816959,Eddie Griffin: E-Niggma,MOVIE,2019,,['comedy'],5.3,8.7,3
tm949871,Seven Short Films About (Our) Marriage,MOVIE,2020,,"['drama', 'romance']",7.1,,3
tm501479,White Rhino,MOVIE,2019,,"['sport', 'documentation', 'action']",7.8,,3
tm494118,The Friendliest Town,MOVIE,2019,PG-13,['documentation'],8.9,,3
tm949470,Pescador,MOVIE,2020,,"['comedy', 'drama']",7.1,,3
tm446430,Curse of the Blind Dead,MOVIE,2019,,['horror'],3.2,5.0,3
tm493397,Flesh Is Heir To,MOVIE,2020,,"['drama', 'thriller', 'horror']",5.1,10.0,3
tm488568,Ogre,MOVIE,2019,,['animation'],6.8,,3
tm558976,The Last Victims,MOVIE,2019,,"['thriller', 'drama']",5.7,,3
tm813326,Sivappu Manjal Pachai,MOVIE,2019,,"['action', 'thriller']",7.1,6.1,3
tm974171,Terror at Bigfoot Pond,MOVIE,2020,,['horror'],,1.0,3
tm518241,Blackwater,MOVIE,2019,,['action'],4.4,,3
tm497056,5th of July,MOVIE,2019,R,['comedy'],4.8,5.3,3
tm924528,Black Boys,MOVIE,2020,,['documentation'],5.2,3.5,3
tm818783,Burying Yasmeen,MOVIE,2019,,['comedy'],5.2,5.7,3
tm865709,Faith Based,MOVIE,2020,,['comedy'],5.4,,3
tm828479,Gumnaami,MOVIE,2019,,"['action', 'drama', 'history']",7.8,7.9,3
tm826150,Showdown at Shelby's Shack,MOVIE,2019,PG-13,['western'],3.7,,3
tm974881,Biskoth,MOVIE,2020,G,['comedy'],,4.8,3
tm839063,Gone with the Light,MOVIE,2019,,['drama'],,6.4,3
ts230475,Miss Multiverse - Australia,SHOW,2019,,['reality'],8.5,,3
tm865919,Sweet Sunshine,MOVIE,2020,,['drama'],6.8,4.0,3
tm475249,Arishadvarga,MOVIE,2019,,"['crime', 'drama']",6.5,4.0,3
tm811818,Celebrity Crush,MOVIE,2019,,['thriller'],3.6,3.0,3
tm948686,The Misadventures of Mistress Maneater,MOVIE,2020,R,"['romance', 'action', 'comedy']",5.0,5.7,3
tm431874,Any Bullet Will Do,MOVIE,2019,,"['western', 'action']",4.8,3.8,3
tm448711,Christmas Break-In,MOVIE,2019,G,"['drama', 'family']",4.4,6.1,3
ts225989,"Hey Sensei, Don't you know?",SHOW,2019,,"['drama', 'romance']",6.3,5.0,3
tm939453,Android Uprising,MOVIE,2020,,['scifi'],2.3,5.4,3
tm462883,Bryan Callen: Complicated Apes,MOVIE,2019,,['comedy'],7.2,8.3,3
tm920416,Karuppankaatu Valasu,MOVIE,2020,,"['horror', 'thriller']",7.3,,3
tm904030,Sinful,MOVIE,2020,,['thriller'],4.6,2.0,3
tm476560,Joel McHale: Live from Pyongyang,MOVIE,2019,,['comedy'],6.3,5.2,3
tm864533,Healing from Hate: Battle for the Soul of a Nation,MOVIE,2019,,['documentation'],6.6,,3
tm485428,Gho Gho Rani,MOVIE,2019,,"['history', 'romance']",9.0,,3
ts88367,Costume Quest,SHOW,2019,TV-Y7,"['scifi', 'animation', 'family']",7.2,8.7,3
tm453508,Stray,MOVIE,2019,,"['thriller', 'drama', 'horror']",4.7,4.2,3
tm987168,Righteous Villains,MOVIE,2020,,['thriller'],,2.3,3
tm909589,Perfume 8th Tour 2020 “P Cubed” in Dome,MOVIE,2020,,[],,8.0,3
tm457304,I'd Like to Be Alone Now,MOVIE,2019,,"['drama', 'comedy']",6.4,,3
