id,title,type,release_year,age_certification,genres,imdb_score,tmdb_score,stream
ts314594,Catching Killers,SHOW,2021,TV-MA,"['crime', 'documentation']",7.1,7.0,1
ts1475,Chosen,SHOW,2022,TV-MA,"['scifi', 'drama', 'thriller']",4.3,6.584,1
tm919880,Final Account,MOVIE,2021,PG-13,['documentation'],7.1,7.1,1
ts189612,Country Queen,SHOW,2022,TV-MA,['drama'],,5.3,1
tm833216,Things Heard & Seen,MOVIE,2021,,"['horror', 'drama', 'thriller']",5.3,5.8,1
tm314863,Vivo,MOVIE,2021,PG,"['family', 'comedy', 'animation', 'drama']",6.7,7.5,1
ts330402,Is It Cake?,SHOW,2022,TV-PG,['reality'],5.7,7.6,1
ts281062,The Girl from Oslo,SHOW,2021,,"['drama', 'thriller']",6.3,7.3,1
ts312071,The Way of the Househusband,SHOW,2021,TV-MA,"['animation', 'comedy', 'action', 'crime', 'drama', 'romance']",7.3,8.591,1
ts302363,Twenty Five Twenty One,SHOW,2022,TV-14,"['drama', 'romance']",8.7,8.6,1
ts308845,The Billion Dollar Code,SHOW,2021,TV-MA,"['drama', 'crime', 'thriller']",8.0,8.2,1
tm841825,My Little Pony: A New Generation,MOVIE,2021,PG,"['music', 'action', 'animation', 'family', 'fantasy', 'comedy', 'drama', 'scifi']",6.8,8.0,1
ts304310,No Regrets In Life,SHOW,2022,,"['drama', 'romance']",,,1
tm1159163,Fistful of Vengeance,MOVIE,2022,R,"['fantasy', 'action', 'crime', 'drama']",4.4,5.4,1
tm1164962,Restless,MOVIE,2022,R,"['thriller', 'action', 'crime']",5.8,6.0,1
ts253813,Glória,SHOW,2021,TV-MA,"['drama', 'history', 'thriller']",7.9,7.0,1
tm1027081,Blood Red Sky,MOVIE,2021,,"['thriller', 'action', 'fantasy', 'horror']",6.1,7.0,1
ts272980,The One,SHOW,2021,TV-MA,"['drama', 'scifi', 'thriller', 'crime', 'action']",6.6,6.9,1
tm922706,Fear Street: 1666,MOVIE,2021,R,"['thriller', 'horror']",,7.3,1
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,,"['action', 'drama', 'fantasy', 'scifi', 'animation']",7.2,7.7,1
tm857461,Gangubai Kathiawadi,MOVIE,2022,,"['crime', 'drama']",7.0,7.7,1
tm1217459,Godse,MOVIE,2022,,"['action', 'thriller']",8.2,7.0,1
ts294338,Hard Cell,SHOW,2022,TV-MA,"['comedy', 'documentation', 'sport']",6.2,5.8,1
tm976166,Malcolm & Marie,MOVIE,2021,R,"['romance', 'drama']",6.6,7.1,1
tm1141594,Brazen,MOVIE,2022,,"['thriller', 'romance', 'crime', 'drama']",4.1,4.9,1
ts296825,Gone for Good,SHOW,2021,TV-MA,"['drama', 'thriller', 'crime']",6.3,6.0,1
ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,"['crime', 'documentation', 'history']",6.5,6.9,1
tm458292,Space Sweepers,MOVIE,2021,R,"['scifi', 'drama', 'fantasy', 'action']",6.5,7.147,1
tm459789,The Lovebirds,MOVIE,2021,R,"['romance', 'comedy', 'action', 'thriller', 'crime']",6.0,5.8,1
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,"['documentation', 'crime', 'thriller']",5.9,7.2,1
tm1179973,Trust No One: The Hunt for the Crypto King,MOVIE,2022,R,"['documentation', 'crime']",6.3,6.0,1
ts269881,Record of Ragnarok,SHOW,2021,TV-MA,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']",6.2,8.629,1
tm1134087,Borrego,MOVIE,2022,R,"['crime', 'thriller']",5.7,6.1,1
ts343599,Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,"['documentation', 'crime']",6.7,6.8,1
tm1063652,Intrusion,MOVIE,2021,,"['thriller', 'drama']",5.2,6.0,1
tm1082974,Count Me In,MOVIE,2021,,"['documentation', 'music']",6.8,7.1,1
tm1002815,Nightbooks,MOVIE,2021,,"['family', 'fantasy', 'horror']",5.7,6.3,1
tm1107225,Through My Window,MOVIE,2022,R,"['drama', 'romance', 'comedy']",5.4,7.48,1
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,2021,TV-MA,"['documentation', 'crime', 'history']",7.1,7.8,1
tm1049265,My Wonderful Life,MOVIE,2021,,"['romance', 'comedy', 'drama']",5.8,4.5,1
tm1168932,Taylor Tomlinson: Look at You,MOVIE,2022,,"['comedy', 'documentation']",7.3,7.5,1
ts340376,The Marked Heart,SHOW,2022,TV-MA,"['thriller', 'drama']",6.4,8.074,1
ts310938,New Heights,SHOW,2021,TV-MA,['drama'],6.7,7.9,1
ts329700,Life After Death with Tyler Henry,SHOW,2022,TV-MA,['reality'],5.9,5.5,1
ts349921,That’s My Time with David Letterman,SHOW,2022,TV-MA,['comedy'],6.7,7.0,1
ts270405,Pretend It's a City,SHOW,2021,TV-14,"['comedy', 'documentation']",8.1,7.6,1
tm1166020,The Takedown,MOVIE,2022,,"['action', 'comedy', 'crime', 'drama']",5.7,6.0,1
ts192196,Q-Force,SHOW,2021,TV-MA,"['animation', 'action', 'comedy', 'crime', 'fantasy', 'scifi']",6.3,7.2,1
tm897466,The Summit of the Gods,MOVIE,2021,PG,"['animation', 'thriller', 'drama', 'sport', 'history']",7.5,7.9,1
tm1093099,Love Hard,MOVIE,2021,,"['romance', 'comedy']",6.3,7.1,1
tm1207094,Pete Davidson Presents: The Best Friends,MOVIE,2022,PG-13,"['comedy', 'documentation']",4.7,7.0,1
ts297247,That Girl Lay Lay,SHOW,2021,TV-G,['comedy'],3.6,9.5,1
tm465421,The Pirates: The Last Royal Treasure,MOVIE,2022,,"['action', 'comedy', 'history']",6.0,6.6,1
ts271604,Blue Period,SHOW,2021,TV-14,"['animation', 'drama']",7.7,7.7,1
ts341767,Kotaro Lives Alone,SHOW,2022,TV-14,"['animation', 'drama', 'comedy']",8.4,6.9,1
ts288744,The Sound of Magic,SHOW,2022,TV-14,"['scifi', 'drama', 'fantasy', 'music']",7.7,7.5,1
tm1038327,Beckett,MOVIE,2021,R,"['crime', 'thriller', 'action', 'drama']",5.6,6.3,1
tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,2021,,['comedy'],6.8,6.7,1
tm922429,The Block Island Sound,MOVIE,2021,,"['scifi', 'horror', 'thriller']",5.3,5.3,1
ts273485,Baki Hanma,SHOW,2021,TV-MA,"['animation', 'action', 'drama', 'sport', 'thriller']",6.6,8.049,1
tm1020820,Night Teeth,MOVIE,2021,,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",5.6,6.5,1
ts290643,Super Crooks,SHOW,2021,TV-MA,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']",7.1,7.2,1
tm1234767,David A. Arnold: It Ain't for the Weak,MOVIE,2022,R,['comedy'],,,1
ts313689,Our Beloved Summer,SHOW,2021,TV-14,"['comedy', 'drama']",,8.9,1
tm993670,Cosmic Sin,MOVIE,2021,R,"['action', 'scifi']",2.5,4.2,1
tm1198388,Cyber Hell: Exposing an Internet Horror,MOVIE,2022,,"['documentation', 'crime']",6.5,7.1,1
ts313646,"Mom, Don't Do That!",SHOW,2022,TV-MA,"['comedy', 'drama', 'romance']",6.5,9.0,1
tm1038363,America: The Motion Picture,MOVIE,2021,R,"['action', 'animation', 'war', 'comedy', 'fantasy', 'history', 'scifi']",5.6,5.8,1
tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,,['documentation'],7.3,10.0,1
tm1073510,SAS: Red Notice,MOVIE,2021,R,"['thriller', 'action', 'drama']",5.2,5.9,1
ts271867,Vincenzo,SHOW,2021,,"['action', 'drama', 'comedy', 'crime', 'romance']",8.4,8.8,1
tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,2022,R,"['comedy', 'drama', 'romance']",5.6,6.7,1
tm863351,The God Committee,MOVIE,2021,,"['drama', 'thriller']",5.8,7.1,1
tm1020073,Thunder Force,MOVIE,2021,PG-13,"['scifi', 'comedy', 'fantasy', 'action']",4.4,5.7,1
ts288087,Sophie: A Murder in West Cork,SHOW,2021,TV-14,"['documentation', 'crime', 'thriller', 'history']",6.8,6.5,1
tm1121707,Dangerous Liaisons,MOVIE,2022,,"['romance', 'drama']",3.9,5.375,1
ts314742,He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",5.8,7.078,1
tm1038344,Awake,MOVIE,2021,R,"['drama', 'scifi', 'thriller', 'action']",4.9,6.0,1
tm1207098,Amy Schumer Presents: Parental Advisory,MOVIE,2022,R,"['comedy', 'documentation']",3.8,4.8,1
ts333834,The Ultimatum: Marry or Move On,SHOW,2022,TV-MA,['reality'],5.4,6.2,1
ts237972,Katla,SHOW,2021,TV-MA,"['drama', 'thriller', 'scifi']",7.0,7.2,1
ts262246,The Last Bus,SHOW,2022,TV-PG,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",5.0,8.2,1
tm1080252,7 Prisoners,MOVIE,2021,R,"['drama', 'crime']",7.1,7.1,1
ts313668,Tear Along the Dotted Line,SHOW,2021,TV-14,"['drama', 'comedy', 'animation']",8.7,8.3,1
tm1028298,He's All That,MOVIE,2021,R,"['comedy', 'romance']",4.3,6.8,1
ts288489,Pretty Guardians Sailor Moon Eternal The Movie,SHOW,2021,TV-14,['action'],,9.6,1
tm977704,Robin Robin,MOVIE,2021,G,"['animation', 'action', 'family', 'music', 'comedy']",7.2,7.1,1
tm813078,Prayers for the Stolen,MOVIE,2021,R,['drama'],7.3,7.8,1
tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,2022,R,['comedy'],7.0,6.7,1
tm1195561,Kuttavum Shikshayum,MOVIE,2022,,"['crime', 'drama', 'thriller', 'action']",6.2,8.5,1
ts329854,Jump Like a Witch,SHOW,2022,TV-PG,['reality'],,5.0,1
ts104499,Trese,SHOW,2021,TV-MA,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']",7.0,7.4,1
ts321966,WWII in Color: Road to Victory,SHOW,2021,,"['documentation', 'war', 'history']",8.2,7.9,1
tm1180123,The House,MOVIE,2022,,"['thriller', 'animation', 'comedy', 'drama', 'horror', 'fantasy']",6.9,7.0,1
tm1141923,The Royal Treatment,MOVIE,2022,,"['romance', 'comedy', 'family']",5.2,6.747,1
tm673809,Schumacher,MOVIE,2021,,"['sport', 'documentation']",7.4,7.4,1
tm1110150,There's Someone Inside Your House,MOVIE,2021,,"['horror', 'thriller']",4.8,5.6,1
ts315611,Animal,SHOW,2021,TV-PG,['documentation'],7.9,8.5,1
tm858869,Stowaway,MOVIE,2021,PG-13,"['thriller', 'action', 'scifi', 'drama']",5.6,5.875,1
ts297483,Hometown Cha-Cha-Cha,SHOW,2021,TV-14,"['comedy', 'romance', 'drama']",8.4,8.2,1
tm1165219,Ali Wong: Don Wong,MOVIE,2022,R,['comedy'],6.5,6.9,1
tm1132176,Jimmy Carr: His Dark Material,MOVIE,2021,,['comedy'],7.1,6.6,1
ts269676,History of Swear Words,SHOW,2021,TV-MA,"['documentation', 'comedy']",6.4,7.0,1
ts304058,Ganglands,SHOW,2021,TV-MA,"['action', 'crime', 'drama', 'thriller']",7.0,7.3,1
tm1229007,Paul Virzi: Nocturnal Admissions,MOVIE,2022,,['comedy'],7.1,5.8,1
tm898614,Sweet Girl,MOVIE,2021,R,"['action', 'drama', 'thriller']",5.5,6.7,1
ts273100,DOTA: Dragon's Blood,SHOW,2021,TV-MA,"['scifi', 'action', 'animation', 'fantasy', 'thriller']",7.8,8.0,1
tm1086874,Minnal Murali,MOVIE,2021,,"['comedy', 'action', 'drama', 'fantasy', 'scifi']",8.1,7.2,1
ts222864,Falling Into Your Smile,SHOW,2021,TV-14,"['drama', 'comedy', 'romance']",8.4,9.0,1
ts265991,The Cook of Castamar,SHOW,2021,TV-MA,['drama'],7.4,7.1,1
ts256311,High-Rise Invasion,SHOW,2021,TV-MA,"['thriller', 'action', 'animation', 'horror', 'scifi']",6.6,8.4,1
tm1018890,Seaspiracy,MOVIE,2021,,['documentation'],8.1,7.9,1
tm996676,Viraata Parvam,MOVIE,2022,,"['romance', 'action', 'drama']",8.0,5.0,1
ts331680,Making Fun,SHOW,2022,TV-PG,['reality'],7.1,7.0,1
tm1210379,Collision,MOVIE,2022,,"['drama', 'crime', 'thriller']",3.9,5.946,1
tm1188818,Operation Romeo,MOVIE,2022,,"['drama', 'thriller']",6.2,5.3,1
ts244930,Angry Birds: Summer Madness,SHOW,2022,TV-Y7,"['action', 'comedy', 'family', 'fantasy', 'animation']",5.8,7.3,1
tm888243,Pray Away,MOVIE,2021,PG-13,['documentation'],6.5,7.0,1
tm1018427,Moxie,MOVIE,2021,PG-13,"['music', 'comedy', 'drama']",6.7,7.431,1
ts305264,School of Chocolate,SHOW,2021,TV-PG,['reality'],7.6,7.2,1
tm434625,Wish Dragon,MOVIE,2021,PG,"['fantasy', 'animation', 'family', 'comedy', 'romance']",7.2,8.047,1
tm1185687,Silverton Siege,MOVIE,2022,PG-13,"['action', 'crime', 'drama', 'thriller']",6.2,6.5,1
tm1221280,Jaadugar,MOVIE,2022,,"['drama', 'fantasy', 'romance', 'sport', 'comedy']",7.3,6.2,1
tm1038369,Good on Paper,MOVIE,2021,R,"['comedy', 'romance']",5.6,5.7,1
tm863823,Finding ʻOhana,MOVIE,2021,PG,"['action', 'comedy', 'family']",6.1,6.5,1
tm912100,Bruised,MOVIE,2021,R,"['drama', 'sport', 'thriller']",6.1,7.0,1
tm999817,Green Snake,MOVIE,2021,,"['fantasy', 'animation', 'action']",6.8,8.5,1
tm1131061,Hilda and the Mountain King,MOVIE,2021,,"['fantasy', 'family', 'animation', 'comedy', 'drama']",7.7,7.6,1
ts312984,Our Blues,SHOW,2022,TV-MA,['drama'],8.5,8.8,1
ts352579,As the Crow Flies,SHOW,2022,TV-MA,"['drama', 'comedy']",6.3,7.9,1
ts311791,The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,TV-MA,"['documentation', 'crime', 'history']",6.4,6.5,1
ts304053,Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,['documentation'],7.9,6.7,1
tm1096775,Procession,MOVIE,2021,R,['documentation'],7.2,5.8,1
tm1066826,Diana: The Musical,MOVIE,2021,PG-13,"['history', 'music', 'romance', 'drama']",4.2,6.1,1
tm1161601,Ben & Jody,MOVIE,2022,,"['action', 'thriller', 'drama', 'fantasy']",5.4,5.7,1
ts271025,Bling Empire,SHOW,2021,TV-MA,['reality'],5.8,8.2,1
tm1108648,The Wasteland,MOVIE,2022,,"['thriller', 'horror', 'drama']",4.6,4.9,1
tm1185421,David Spade: Nothing Personal,MOVIE,2022,,"['comedy', 'documentation']",5.8,5.7,1
ts287532,High on the Hog: How African American Cuisine Transformed America,SHOW,2021,TV-14,['documentation'],,8.0,1
ts329885,Standing Up,SHOW,2022,TV-MA,"['comedy', 'drama']",7.4,5.6,1
tm1074764,Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,,"['documentation', 'crime']",7.3,7.8,1
ts306203,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,2021,TV-MA,"['documentation', 'crime']",6.2,7.2,1
ts240807,Power Rangers Dino Fury,SHOW,2021,TV-Y7,"['thriller', 'action', 'comedy', 'drama', 'fantasy', 'scifi']",6.7,,1
ts291718,Pretty Smart,SHOW,2021,TV-14,"['comedy', 'drama', 'romance']",5.8,6.9,1
ts271321,Beyond Evil,SHOW,2021,TV-MA,"['crime', 'thriller', 'drama']",8.1,8.4,1
ts319412,Forecasting Love and Weather,SHOW,2022,TV-14,"['drama', 'romance']",7.1,8.7,1
tm999927,A Cop Movie,MOVIE,2021,R,"['drama', 'crime', 'thriller', 'documentation', 'action']",7.0,7.3,1
ts287294,"Money, Explained",SHOW,2021,TV-14,['documentation'],6.9,7.6,1
ts311915,Rebelde,SHOW,2022,TV-MA,"['drama', 'romance', 'family', 'comedy', 'music']",6.2,7.455,1
tm1082314,Untold: Malice at the Palace,MOVIE,2021,R,"['crime', 'documentation', 'sport']",7.5,7.0,1
ts307925,On the Verge,SHOW,2021,TV-MA,"['comedy', 'drama']",6.4,5.2,1
tm1084966,Django & Django,MOVIE,2021,,['documentation'],6.9,,1
tm1044275,A Classic Horror Story,MOVIE,2021,,"['horror', 'thriller', 'drama']",,5.9,1
ts272463,Colin in Black & White,SHOW,2021,TV-14,"['drama', 'sport']",5.5,6.682,1
tm1106212,Photocopier,MOVIE,2021,,"['drama', 'thriller', 'crime']",6.7,7.007,1
ts313781,The Club,SHOW,2021,TV-14,"['drama', 'comedy']",7.9,7.2,1
tm1087956,Afterlife of the Party,MOVIE,2021,,"['fantasy', 'romance', 'comedy', 'drama']",5.8,6.9,1
ts246073,Tribes of Europa,SHOW,2021,TV-MA,"['scifi', 'drama', 'action', 'fantasy']",6.7,7.179,1
tm1019885,F3: Fun and Frustration,MOVIE,2022,,"['comedy', 'romance', 'family']",5.5,6.0,1
ts321614,Blippi Wonders,SHOW,2021,TV-Y,['animation'],5.1,7.0,1
ts250092,Shaman King,SHOW,2021,TV-PG,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",6.9,8.3,1
ts303513,42 Days of Darkness,SHOW,2022,TV-MA,"['drama', 'thriller', 'crime']",6.5,5.9,1
tm1201670,A Farewell to Ozark,MOVIE,2022,R,['documentation'],,6.2,1
tm1219787,Stand Out: An LGBTQ+ Celebration,MOVIE,2022,,"['comedy', 'documentation']",5.9,5.5,1
ts344043,Welcome to Wedding Hell,SHOW,2022,TV-14,"['drama', 'romance']",6.9,9.0,1
ts317078,The Journalist,SHOW,2022,TV-14,"['crime', 'drama', 'thriller']",7.0,8.1,1
tm1219831,Dirty Daddy: The Bob Saget Tribute,MOVIE,2022,PG-13,['comedy'],6.6,5.8,1
ts315041,Bulgasal: Immortal Souls,SHOW,2021,TV-MA,"['scifi', 'action', 'drama', 'fantasy', 'thriller']",7.3,8.1,1
ts289620,House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,"['history', 'documentation', 'crime']",7.4,7.6,1
tm1042481,Riverdance: The Animated Adventure,MOVIE,2021,,"['animation', 'comedy', 'fantasy']",5.4,5.7,1
ts343492,Thermae Romae Novae,SHOW,2022,TV-MA,"['comedy', 'animation', 'fantasy', 'history']",7.0,7.6,1
tm1030071,Mandela,MOVIE,2021,,"['comedy', 'drama']",,7.5,1
tm1167440,My Best Friend Anne Frank,MOVIE,2021,PG-13,['drama'],6.2,6.6,1
tm1195032,Thar,MOVIE,2022,,"['action', 'thriller', 'drama', 'crime', 'western']",6.1,6.8,1
ts297846,An astrological guide for broken hearts,SHOW,2021,TV-14,"['romance', 'comedy']",7.1,7.0,1
ts220196,Centaurworld,SHOW,2021,TV-Y7,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']",7.6,7.6,1
tm1177856,Without Saying Goodbye,MOVIE,2022,,"['romance', 'comedy']",5.7,7.2,1
tm1005109,Kingdom: Ashin of the North,MOVIE,2021,,"['fantasy', 'horror', 'thriller', 'action', 'drama']",7.2,7.459,1
tm1144897,My Father's Violin,MOVIE,2022,,"['drama', 'music']",6.4,8.0,1
ts319333,Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,"['crime', 'documentation']",6.2,6.5,1
tm1107063,Love and Leashes,MOVIE,2022,R,"['comedy', 'romance']",6.3,6.7,1
ts272366,Amend: The Fight for America,SHOW,2021,TV-MA,"['war', 'documentation', 'history']",7.8,7.0,1
ts268102,Juvenile Justice,SHOW,2022,TV-MA,"['drama', 'crime']",8.0,8.2,1
ts220553,The Irregulars,SHOW,2021,TV-14,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']",5.9,7.5,1
ts301915,The King's Affection,SHOW,2021,TV-14,['drama'],,8.3,1
ts288195,Invisible City,SHOW,2021,TV-MA,"['thriller', 'drama', 'crime', 'fantasy']",7.7,7.1,1
tm1198745,Marmaduke,MOVIE,2022,,"['animation', 'comedy', 'family']",4.8,5.905,1
tm1003261,Nate Bargatze: The Greatest Average American,MOVIE,2021,,['comedy'],7.3,7.1,1
tm1120902,The Privilege,MOVIE,2022,,"['scifi', 'thriller', 'drama', 'horror']",4.6,5.0,1
ts317297,The Orbital Children,SHOW,2022,TV-14,"['scifi', 'animation', 'drama', 'fantasy']",6.4,7.6,1
tm998188,More the Merrier,MOVIE,2021,,"['romance', 'comedy']",5.4,6.7,1
ts331439,My Little Pony: Make Your Mark,SHOW,2022,TV-Y,"['comedy', 'scifi', 'music', 'animation', 'drama', 'family', 'fantasy']",6.0,8.1,1
ts317522,Dig Deeper: The Disappearance of Birgit Meier,SHOW,2021,,"['crime', 'documentation']",7.3,7.9,1
tm1047503,Trees of Peace,MOVIE,2021,NC-17,['drama'],6.4,7.3,1
ts29800,Surviving Death,SHOW,2021,TV-MA,"['documentation', 'reality']",6.1,6.8,1
tm1018418,Two Distant Strangers,MOVIE,2021,R,['drama'],,7.4,1
ts347762,Baby Fever,SHOW,2022,TV-MA,"['drama', 'comedy', 'romance']",6.2,6.3,1
ts296563,Who Rules The World,SHOW,2022,TV-PG,"['drama', 'fantasy', 'romance']",8.3,5.9,1
tm1138870,Badhaai Do,MOVIE,2022,,"['comedy', 'drama', 'crime']",7.1,7.0,1
tm1207099,Jane Fonda & Lily Tomlin: Ladies Night Live,MOVIE,2022,PG-13,"['comedy', 'documentation']",5.5,5.7,1
tm166973,Mixtape,MOVIE,2021,,"['comedy', 'family', 'drama', 'romance']",6.6,7.1,1
ts320502,Getting Curious with Jonathan Van Ness,SHOW,2022,TV-MA,"['comedy', 'reality']",6.8,7.7,1
ts286317,The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,"['crime', 'documentation', 'history']",7.0,7.3,1
ts301999,Open Your Eyes,SHOW,2021,TV-MA,"['thriller', 'drama', 'scifi']",6.5,7.2,1
tm1104532,Britney vs. Spears,MOVIE,2021,,"['documentation', 'music']",6.4,7.2,1
ts271593,Spycraft,SHOW,2021,TV-MA,['documentation'],6.7,6.9,1
tm1020326,Deadly Illusions,MOVIE,2021,R,['thriller'],,5.019,1
ts327074,Bullsh*t the Game Show,SHOW,2022,TV-14,['reality'],6.1,7.2,1
tm1228963,Ranveer vs Wild with Bear Grylls,MOVIE,2022,PG,['documentation'],7.3,6.0,1
tm1213009,Dear Friend,MOVIE,2022,,"['comedy', 'drama', 'romance']",5.9,5.5,1
tm1040671,Marilyn's Eyes,MOVIE,2021,,"['comedy', 'drama']",6.6,6.8,1
tm1087932,Prey,MOVIE,2021,,"['drama', 'thriller']",4.3,4.6,1
tm983668,Misha and the Wolves,MOVIE,2021,PG-13,"['documentation', 'drama']",6.7,7.2,1
ts241854,EDENS ZERO,SHOW,2021,TV-14,"['scifi', 'animation', 'comedy', 'action']",,7.8,1
tm921206,The Kissing Booth 3,MOVIE,2021,PG-13,"['romance', 'comedy']",4.7,7.1,1
ts268835,Sisyphus,SHOW,2021,,"['drama', 'thriller', 'action', 'scifi', 'fantasy']",7.0,7.2,1
ts305263,Baking Impossible,SHOW,2021,TV-PG,['reality'],7.0,6.3,1
tm319224,The Loud House Movie,MOVIE,2021,G,"['comedy', 'action', 'family', 'animation', 'fantasy', 'drama', 'music', 'thriller']",6.1,7.6,1
ts301914,Inspector Koo,SHOW,2021,TV-14,"['comedy', 'drama', 'thriller', 'crime', 'action']",6.9,7.3,1
tm1087160,Fever Dream,MOVIE,2021,R,"['drama', 'horror', 'thriller']",5.4,5.9,1
tm1045741,Blue Miracle,MOVIE,2021,,"['family', 'action', 'drama']",6.6,7.6,1
tm855641,Home2Home,MOVIE,2022,,"['documentation', 'action', 'european']",7.9,7.0,1
ts308689,Misfit: The Series,SHOW,2021,,['comedy'],7.1,8.3,1
ts272939,The Lost Pirate Kingdom,SHOW,2021,TV-MA,"['documentation', 'drama', 'history']",6.6,7.7,1
ts343251,Green Mothers' Club,SHOW,2022,,"['drama', 'thriller']",6.5,6.2,1
tm473502,83,MOVIE,2021,,"['drama', 'history', 'sport']",7.5,7.0,1
ts308838,Bad Sport,SHOW,2021,TV-MA,"['crime', 'documentation', 'sport']",7.3,7.3,1
tm855075,Rurouni Kenshin: The Beginning,MOVIE,2021,R,"['action', 'drama']",7.4,7.8,1
tm1187913,Honeymoon With My Mother,MOVIE,2022,,['comedy'],5.8,6.23,1
ts349845,Mr. Good: Cop or Crook?,SHOW,2022,TV-14,"['documentation', 'crime']",6.9,5.4,1
tm1134006,Death to 2021,MOVIE,2021,,['comedy'],6.3,6.0,1
tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,,"['romance', 'drama', 'action', 'comedy']",7.0,7.8,1
ts349842,Rhythm + Flow France,SHOW,2022,TV-MA,"['reality', 'music']",6.3,8.5,1
tm816591,The Getaway King,MOVIE,2021,,"['drama', 'action', 'comedy', 'crime']",6.5,6.8,1
tm810504,Yaksha: Ruthless Operations,MOVIE,2022,,"['action', 'crime', 'thriller']",6.2,6.2,1
tm983270,Outside the Wire,MOVIE,2021,R,"['action', 'scifi', 'thriller', 'fantasy']",5.4,6.4,1
tm1201457,Civil: Ben Crump,MOVIE,2022,PG-13,['documentation'],5.4,10.0,1
ts317422,Saturday Morning All Star Hits!,SHOW,2021,TV-14,"['animation', 'comedy']",7.5,6.3,1
tm982887,The Minimalists: Less Is Now,MOVIE,2021,,['documentation'],5.9,6.5,1
tm984155,The Devil Below,MOVIE,2021,R,"['horror', 'thriller']",4.2,5.1,1
tm984204,The Seventh Day,MOVIE,2021,R,['horror'],4.5,5.5,1
ts287328,Yasuke,SHOW,2021,TV-MA,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']",6.2,7.81,1
ts302489,Chicago Party Aunt,SHOW,2021,TV-MA,"['animation', 'comedy']",5.3,6.5,1
ts304468,Thirty-Nine,SHOW,2022,TV-MA,"['drama', 'romance']",7.9,9.4,1
ts108621,Sky Rojo,SHOW,2021,TV-MA,"['drama', 'thriller', 'action', 'crime']",6.5,7.7,1
ts307745,Money Heist: From Tokyo to Berlin,SHOW,2021,TV-MA,"['documentation', 'crime', 'drama']",7.7,7.391,1
tm863919,Extinct,MOVIE,2021,,"['animation', 'comedy', 'family', 'action']",5.4,6.4,1
tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,2021,,"['action', 'comedy', 'thriller']",6.8,6.9,1
tm858000,Rurouni Kenshin: The Final,MOVIE,2021,PG-13,"['drama', 'action']",7.2,7.9,1
ts269493,Headspace Guide to Meditation,SHOW,2021,TV-G,"['documentation', 'animation']",8.4,7.7,1
tm1218547,Bruna Louise: Demolition,MOVIE,2022,,"['comedy', 'documentation']",4.5,6.4,1
ts287703,Mine,SHOW,2021,TV-14,"['thriller', 'drama']",7.7,7.5,1
ts310376,"Sex, Love & Goop",SHOW,2021,TV-MA,"['reality', 'comedy', 'romance']",4.7,5.9,1
ts317612,Love is Blind: Japan,SHOW,2022,TV-PG,"['reality', 'romance']",7.1,7.5,1
tm1057343,Prophetess,MOVIE,2021,,"['drama', 'comedy']",6.8,8.0,1
ts282291,Generation 56K,SHOW,2021,TV-14,"['drama', 'romance', 'comedy']",7.4,7.3,1
tm860261,To All the Boys: Always and Forever,MOVIE,2021,PG-13,"['romance', 'comedy', 'drama']",6.3,7.7,1
ts258415,Elves,SHOW,2021,TV-14,"['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']",5.5,7.0,1
tm1106044,100 días con la Tata,MOVIE,2021,,"['documentation', 'family']",7.9,7.0,1
ts297675,Sexy Beasts,SHOW,2021,TV-14,"['reality', 'romance']",4.6,5.9,1
tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,2021,R,"['thriller', 'drama', 'horror']",3.7,5.4,1
