sa_id,p_id,sa_netflix,sa_hulu,sa_primevid,sa_disney
5733,ts289982,1,0,0,0
5734,tm988879,1,0,0,0
5735,ts297061,1,0,0,0
5736,tm1033635,1,0,0,0
5737,tm1115392,1,0,0,0
5738,ts317709,1,0,0,0
5739,tm1076198,1,0,0,0
5740,ts269300,1,0,0,0
5741,tm1064193,1,0,0,0
5742,tm1159947,1,0,0,0
5743,ts283284,1,0,0,0
5744,tm1120636,1,0,0,0
5745,tm1029314,1,0,0,0
5746,tm1130275,1,0,0,0
5747,tm1150727,1,0,0,0
5748,tm1111559,1,0,0,0
5749,tm1102410,1,0,0,0
5750,tm1015884,1,0,0,0
5751,tm1146635,1,0,0,0
5752,tm1121098,1,0,0,0
5753,tm1023438,1,0,0,0
5754,tm1119331,1,0,0,0
5755,ts274575,1,0,0,0
5756,tm965758,1,0,0,0
5757,ts284885,1,0,0,0
5758,tm1120766,1,0,0,0
5759,tm1091823,1,0,0,0
5760,ts341760,1,0,0,0
5761,tm1068777,1,0,0,0
5762,tm988801,1,0,0,0
5763,tm1160938,1,0,0,0
5764,tm998544,1,0,0,0
5765,tm1109080,1,0,0,0
5766,tm1004011,1,0,0,0
5767,tm1159298,1,0,0,0
5768,tm1131895,1,0,0,0
5769,ts317423,1,0,0,0
5770,tm1098060,1,0,0,0
5771,tm1019822,1,0,0,0
5772,tm1042277,1,0,0,0
5773,tm1089595,1,0,0,0
5774,tm1025616,1,0,0,0
5775,tm1018592,1,0,0,0
5776,ts346656,1,0,0,0
5777,tm863829,1,0,0,0
5778,ts297729,1,0,0,0
5779,tm1068720,1,0,0,0
5780,tm1106888,1,0,0,0
5781,tm1141346,1,0,0,0
5782,tm1045883,1,0,0,0
5783,tm1147041,1,0,0,0
5784,ts285471,1,0,0,0
5785,ts325991,1,0,0,0
5786,tm1108171,1,0,0,0
5787,tm1045018,1,0,0,0
5788,tm987730,1,0,0,0
5789,tm1019084,1,0,0,0
5790,tm1094060,1,0,0,0
5791,tm1047429,1,0,0,0
5792,ts287804,1,0,0,0
5793,tm1038025,1,0,0,0
5794,tm986017,1,0,0,0
5795,tm988613,1,0,0,0
5796,tm1080697,1,0,0,0
5797,tm1046969,1,0,0,0
5798,tm1099320,1,0,0,0
5799,tm1040959,1,0,0,0
5800,tm982470,1,0,0,0
5801,ts270616,1,0,0,0
5802,ts302434,1,0,0,0
5803,tm1204412,1,0,0,0
5804,tm1049317,1,0,0,0
5805,tm1201341,1,0,0,0
5806,tm1110212,1,0,0,0
5807,tm1011248,1,0,0,0
5808,tm1122095,1,0,0,0
5809,tm994923,1,0,0,0
5810,tm1225897,1,0,0,0
5811,tm1183575,1,0,0,0
5812,tm1026043,1,0,0,0
5813,tm1121084,1,0,0,0
5814,tm1082795,1,0,0,0
5815,tm1063339,1,0,0,0
5816,tm1037800,1,0,0,0
5817,tm918777,1,0,0,0
5818,tm1020293,1,0,0,0
5819,ts287729,1,0,0,0
5820,tm851599,1,0,0,0
5821,tm1110241,1,0,0,0
5822,tm993616,1,0,0,0
5823,tm1099342,1,0,0,0
5824,tm831387,1,0,0,0
5825,tm878575,1,0,0,0
5826,ts287687,1,0,0,0
5827,tm1099969,1,0,0,0
5828,ts319608,1,0,0,0
5829,tm846586,1,0,0,0
5830,ts288861,1,0,0,0
5831,ts273317,1,0,0,0
5832,tm996479,1,0,0,0
5833,ts307884,1,0,0,0
5834,tm1091956,1,0,0,0
5835,tm985747,1,0,0,0
5836,tm959213,1,0,0,0
5837,tm1040816,1,0,0,0
5838,tm1053409,1,0,0,0
5839,tm1165179,1,0,0,0
5840,tm1216735,1,0,0,0
5841,tm985215,1,0,0,0
5842,tm1066324,1,0,0,0
5843,tm1097142,1,0,0,0
5844,tm1074617,1,0,0,0
5845,tm1014599,1,0,0,0
5846,tm898842,1,0,0,0
5847,tm1059008,1,0,0,0
5848,tm1035612,1,0,0,0
5849,ts271048,1,0,0,0
5850,ts20475,0,1,0,0
5851,ts20413,0,1,0,0
5852,ts20005,0,1,0,0
5853,ts20669,0,1,0,0
5854,ts21049,0,1,0,0
5855,ts17013,0,1,0,0
5856,ts3948,0,1,0,0
5857,ts22579,0,1,0,0
5858,ts21050,0,1,0,0
5859,tm147043,0,1,0,0
5860,ts37472,0,1,0,0
5861,ts20690,0,1,0,0
5862,tm1236,0,1,0,0
5863,tm156894,0,1,0,0
5864,tm11186,0,1,0,0
5865,tm189299,0,1,0,0
5866,ts21837,0,1,0,0
5867,tm19438,0,1,0,0
5868,ts20711,0,1,0,0
5869,tm123377,0,1,0,0
5870,ts19522,0,1,0,0
5871,tm153016,0,1,0,0
5872,ts21579,0,1,0,0
5873,tm44887,0,1,0,0
5874,tm180542,0,1,0,0
5875,ts21560,0,1,0,0
5876,ts31166,0,1,0,0
5877,ts22481,0,1,0,0
5878,ts21338,0,1,0,0
5879,ts21396,0,1,0,0
5880,ts2996,0,1,0,0
5881,tm120571,0,1,0,0
5882,ts21416,0,1,0,0
5883,tm126876,0,1,0,0
5884,ts10018,0,1,0,0
5885,ts21020,0,1,0,0
5886,tm20951,0,1,0,0
5887,ts15377,0,1,0,0
5888,ts22239,0,1,0,0
5889,ts242,0,1,0,0
5890,ts19875,0,1,0,0
5891,ts25009,0,1,0,0
5892,ts21353,0,1,0,0
5893,tm20552,0,1,0,0
5894,ts20696,0,1,0,0
5895,ts20678,0,1,0,0
5896,ts20473,0,1,0,0
5897,tm140986,0,1,0,0
5898,ts20738,0,1,0,0
5899,ts21405,0,1,0,0
5900,tm150087,0,1,0,0
5901,tm19411,0,1,0,0
5902,ts7844,0,1,0,0
5903,tm116666,0,1,0,0
5904,tm150530,0,1,0,0
5905,tm131958,0,1,0,0
5906,ts7121,0,1,0,0
5907,tm51100,0,1,0,0
5908,tm130335,0,1,0,0
5909,tm47494,0,1,0,0
5910,ts3,0,1,0,0
5911,ts20974,0,1,0,0
5912,ts20981,0,1,0,0
5913,ts304342,0,1,0,0
5914,ts15445,0,1,0,0
5915,tm189861,0,1,0,0
5916,ts21223,0,1,0,0
5917,ts21566,0,1,0,0
5918,ts1208,0,1,0,0
5919,ts21173,0,1,0,0
5920,ts22171,0,1,0,0
5921,ts20386,0,1,0,0
5922,ts20339,0,1,0,0
5923,ts4430,0,1,0,0
5924,ts34435,0,1,0,0
5925,ts5145,0,1,0,0
5926,tm62326,0,1,0,0
5927,tm191327,0,1,0,0
5928,ts13328,0,1,0,0
5929,ts19648,0,1,0,0
5930,tm8726,0,1,0,0
5931,tm130465,0,1,0,0
5932,tm192099,0,1,0,0
5933,ts18517,0,1,0,0
5934,tm192037,0,1,0,0
5935,ts9583,0,1,0,0
5936,ts21315,0,1,0,0
5937,ts22121,0,1,0,0
5938,tm49114,0,1,0,0
5939,ts5804,0,1,0,0
5940,tm20441,0,1,0,0
5941,ts21343,0,1,0,0
5942,tm15925,0,1,0,0
5943,ts724,0,1,0,0
5944,tm49829,0,1,0,0
5945,ts21011,0,1,0,0
5946,tm192469,0,1,0,0
5947,tm63325,0,1,0,0
5948,tm61517,0,1,0,0
5949,ts26219,0,1,0,0
5950,ts28078,0,1,0,0
5951,ts21188,0,1,0,0
5952,tm191772,0,1,0,0
5953,tm25239,0,1,0,0
5954,tm190658,0,1,0,0
5955,ts21737,0,1,0,0
5956,ts25252,0,1,0,0
5957,ts11981,0,1,0,0
5958,ts21034,0,1,0,0
5959,ts22113,0,1,0,0
5960,ts22056,0,1,0,0
5961,ts9612,0,1,0,0
5962,ts30735,0,1,0,0
5963,ts21080,0,1,0,0
5964,tm111688,0,1,0,0
5965,ts15550,0,1,0,0
5966,ts1981,0,1,0,0
5967,ts19074,0,1,0,0
5968,tm49178,0,1,0,0
5969,ts28998,0,1,0,0
5970,tm191953,0,1,0,0
5971,tm124365,0,1,0,0
5972,tm49343,0,1,0,0
5973,ts22135,0,1,0,0
5974,ts34554,0,1,0,0
5975,ts28055,0,1,0,0
5976,tm115798,0,1,0,0
5977,ts22436,0,1,0,0
5978,tm16365,0,1,0,0
5979,tm191331,0,1,0,0
5980,tm54529,0,1,0,0
5981,ts22284,0,1,0,0
5982,tm16522,0,1,0,0
5983,tm189032,0,1,0,0
5984,ts20687,0,1,0,0
5985,tm58856,0,1,0,0
5986,ts25539,0,1,0,0
5987,tm188787,0,1,0,0
5988,tm104131,0,1,0,0
5989,tm17221,0,1,0,0
5990,tm37642,0,1,0,0
5991,ts6602,0,1,0,0
5992,ts18044,0,1,0,0
5993,tm65812,0,1,0,0
5994,ts25497,0,1,0,0
5995,ts6722,0,1,0,0
5996,tm114038,0,1,0,0
5997,tm118344,0,1,0,0
5998,tm47657,0,1,0,0
5999,tm189589,0,1,0,0
6000,ts4242,0,1,0,0
6001,tm183610,0,1,0,0
6002,tm27967,0,1,0,0
6003,ts635,0,1,0,0
6004,ts20924,0,1,0,0
6005,ts28162,0,1,0,0
6006,ts20716,0,1,0,0
6007,tm12865,0,1,0,0
6008,ts20939,0,1,0,0
6009,ts21693,0,1,0,0
6010,tm58151,0,1,0,0
6011,tm190891,0,1,0,0
6012,ts19785,0,1,0,0
6013,ts31011,0,1,0,0
6014,ts14985,0,1,0,0
6015,tm124703,0,1,0,0
6016,tm125752,0,1,0,0
6017,tm59835,0,1,0,0
6018,ts28832,0,1,0,0
6019,ts1770,0,1,0,0
6020,ts15069,0,1,0,0
6021,tm187747,0,1,0,0
6022,tm48310,0,1,0,0
6023,ts20999,0,1,0,0
6024,ts21755,0,1,0,0
6025,ts1933,0,1,0,0
6026,ts51570,0,1,0,0
6027,ts2540,0,1,0,0
6028,tm123721,0,1,0,0
6029,ts28685,0,1,0,0
6030,tm49012,0,1,0,0
6031,tm125151,0,1,0,0
6032,tm119554,0,1,0,0
6033,tm114807,0,1,0,0
6034,tm47218,0,1,0,0
6035,tm11007,0,1,0,0
6036,tm109329,0,1,0,0
6037,tm103768,0,1,0,0
6038,ts25580,0,1,0,0
6039,ts70486,0,1,0,0
6040,tm60877,0,1,0,0
6041,tm56367,0,1,0,0
6042,tm126899,0,1,0,0
6043,tm114801,0,1,0,0
6044,tm191830,0,1,0,0
6045,ts21546,0,1,0,0
6046,ts20605,0,1,0,0
6047,ts21848,0,1,0,0
6048,ts21499,0,1,0,0
6049,ts21262,0,1,0,0
6050,ts21483,0,1,0,0
6051,tm136288,0,1,0,0
6052,ts2817,0,1,0,0
6053,tm141672,0,1,0,0
6054,ts11895,0,1,0,0
6055,ts21608,0,1,0,0
6056,ts21469,0,1,0,0
6057,ts22085,0,1,0,0
6058,ts6495,0,1,0,0
6059,tm90485,0,1,0,0
6060,ts8308,0,1,0,0
6061,tm66720,0,1,0,0
6062,ts20552,0,1,0,0
6063,ts22011,0,1,0,0
6064,ts5716,0,1,0,0
6065,tm33545,0,1,0,0
6066,ts21621,0,1,0,0
6067,ts20450,0,1,0,0
6068,ts10722,0,1,0,0
6069,ts13253,0,1,0,0
6070,ts11795,0,1,0,0
6071,ts7688,0,1,0,0
6072,ts17156,0,1,0,0
6073,ts12724,0,1,0,0
6074,ts21482,0,1,0,0
6075,ts17823,0,1,0,0
6076,ts20616,0,1,0,0
6077,ts22455,0,1,0,0
6078,ts20540,0,1,0,0
6079,ts22330,0,1,0,0
6080,ts22069,0,1,0,0
6081,ts7374,0,1,0,0
6082,tm102740,0,1,0,0
6083,tm85291,0,1,0,0
6084,tm29815,0,1,0,0
6085,ts34188,0,1,0,0
6086,ts6574,0,1,0,0
6087,ts21447,0,1,0,0
6088,ts10095,0,1,0,0
6089,ts21616,0,1,0,0
6090,ts20627,0,1,0,0
6091,ts20604,0,1,0,0
6092,tm26292,0,1,0,0
6093,tm176784,0,1,0,0
6094,tm145677,0,1,0,0
6095,ts21511,0,1,0,0
6096,ts22068,0,1,0,0
6097,ts21422,0,1,0,0
6098,ts22003,0,1,0,0
6099,ts21446,0,1,0,0
6100,ts21468,0,1,0,0
6101,tm100061,0,1,0,0
6102,tm85024,0,1,0,0
6103,ts15366,0,1,0,0
6104,ts17587,0,1,0,0
6105,ts32186,0,1,0,0
6106,ts11313,0,1,0,0
6107,ts22329,0,1,0,0
6108,tm89991,0,1,0,0
6109,ts20657,0,1,0,0
6110,tm46003,0,1,0,0
6111,ts21804,0,1,0,0
6112,ts21749,0,1,0,0
6113,tm156145,0,1,0,0
6114,ts10913,0,1,0,0
6115,ts21747,0,1,0,0
6116,ts21428,0,1,0,0
6117,ts20305,0,1,0,0
6118,ts22460,0,1,0,0
6119,ts20549,0,1,0,0
6120,ts20615,0,1,0,0
6121,ts33707,0,1,0,0
6122,tm97441,0,1,0,0
6123,ts22034,0,1,0,0
6124,ts2230,0,1,0,0
6125,tm133767,0,1,0,0
6126,tm28557,0,1,0,0
6127,tm78084,0,1,0,0
6128,ts327,0,1,0,0
6129,ts1574,0,1,0,0
6130,tm134019,0,1,0,0
6131,tm36266,0,1,0,0
6132,tm109300,0,1,0,0
6133,ts19868,0,1,0,0
6134,ts15151,0,1,0,0
6135,ts21536,0,1,0,0
6136,tm136858,0,1,0,0
6137,ts15860,0,1,0,0
6138,tm32075,0,1,0,0
6139,tm115688,0,1,0,0
6140,ts20503,0,1,0,0
6141,ts21197,0,1,0,0
6142,tm94303,0,1,0,0
6143,ts20640,0,1,0,0
6144,ts21226,0,1,0,0
6145,ts6372,0,1,0,0
6146,ts22225,0,1,0,0
6147,tm157470,0,1,0,0
6148,ts31799,0,1,0,0
6149,ts21427,0,1,0,0
6150,ts22195,0,1,0,0
6151,ts22496,0,1,0,0
6152,tm102443,0,1,0,0
6153,ts22463,0,1,0,0
6154,tm181571,0,1,0,0
6155,ts24065,0,1,0,0
6156,tm103299,0,1,0,0
6157,ts22204,0,1,0,0
6158,tm176763,0,1,0,0
6159,tm165656,0,1,0,0
6160,ts8300,0,1,0,0
6161,ts29636,0,1,0,0
6162,ts15200,0,1,0,0
6163,tm146445,0,1,0,0
6164,ts199,0,1,0,0
6165,tm105227,0,1,0,0
6166,ts29568,0,1,0,0
6167,ts22398,0,1,0,0
6168,tm92692,0,1,0,0
6169,tm77966,0,1,0,0
6170,ts18569,0,1,0,0
6171,ts21863,0,1,0,0
6172,ts22246,0,1,0,0
6173,tm103239,0,1,0,0
6174,ts21208,0,1,0,0
6175,ts1597,0,1,0,0
6176,tm65847,0,1,0,0
6177,ts13206,0,1,0,0
6178,ts30313,0,1,0,0
6179,tm26708,0,1,0,0
6180,ts23678,0,1,0,0
6181,ts21265,0,1,0,0
6182,ts20513,0,1,0,0
6183,ts28425,0,1,0,0
6184,ts15638,0,1,0,0
6185,tm92075,0,1,0,0
6186,ts15349,0,1,0,0
6187,ts27541,0,1,0,0
6188,ts22308,0,1,0,0
6189,tm72269,0,1,0,0
6190,ts29582,0,1,0,0
6191,ts21504,0,1,0,0
6192,ts18262,0,1,0,0
6193,ts23620,0,1,0,0
6194,ts35155,0,1,0,0
6195,ts26499,0,1,0,0
6196,tm35655,0,1,0,0
6197,ts26050,0,1,0,0
6198,tm37117,0,1,0,0
6199,ts24087,0,1,0,0
6200,tm71281,0,1,0,0
6201,tm90927,0,1,0,0
6202,ts21653,0,1,0,0
6203,ts12787,0,1,0,0
6204,tm93556,0,1,0,0
6205,ts25863,0,1,0,0
6206,ts285824,0,1,0,0
6207,ts29406,0,1,0,0
6208,tm148379,0,1,0,0
6209,tm94422,0,1,0,0
6210,ts15745,0,1,0,0
6211,ts20596,0,1,0,0
6212,ts29062,0,1,0,0
6213,tm35802,0,1,0,0
6214,ts22041,0,1,0,0
6215,ts30082,0,1,0,0
6216,ts30002,0,1,0,0
6217,ts22224,0,1,0,0
6218,ts14830,0,1,0,0
6219,ts15877,0,1,0,0
6220,tm96208,0,1,0,0
6221,tm53456,0,1,0,0
6222,ts21771,0,1,0,0
6223,ts22019,0,1,0,0
6224,ts11074,0,1,0,0
6225,tm171198,0,1,0,0
6226,tm146871,0,1,0,0
6227,ts22051,0,1,0,0
6228,ts23195,0,1,0,0
6229,tm98366,0,1,0,0
6230,tm102403,0,1,0,0
6231,tm150554,0,1,0,0
6232,ts7043,0,1,0,0
6233,ts3805,0,1,0,0
6234,ts9260,0,1,0,0
6235,tm160314,0,1,0,0
6236,ts22301,0,1,0,0
6237,tm177068,0,1,0,0
6238,tm69069,0,1,0,0
6239,ts4900,0,1,0,0
6240,ts21866,0,1,0,0
6241,ts15146,0,1,0,0
6242,ts20625,0,1,0,0
6243,ts21143,0,1,0,0
6244,tm79664,0,1,0,0
6245,tm79354,0,1,0,0
6246,ts10978,0,1,0,0
6247,tm78713,0,1,0,0
6248,ts3798,0,1,0,0
6249,tm89515,0,1,0,0
6250,ts17432,0,1,0,0
6251,tm170505,0,1,0,0
6252,tm185635,0,1,0,0
6253,ts21740,0,1,0,0
6254,ts19528,0,1,0,0
6255,tm38852,0,1,0,0
6256,ts22485,0,1,0,0
6257,tm42562,0,1,0,0
6258,ts6900,0,1,0,0
6259,ts5042,0,1,0,0
6260,ts25846,0,1,0,0
6261,ts22307,0,1,0,0
6262,ts23917,0,1,0,0
6263,ts20522,0,1,0,0
6264,tm95186,0,1,0,0
6265,ts20493,0,1,0,0
6266,ts21927,0,1,0,0
6267,ts34370,0,1,0,0
6268,ts8639,0,1,0,0
6269,ts7580,0,1,0,0
6270,ts21533,0,1,0,0
6271,ts6055,0,1,0,0
6272,ts241772,0,1,0,0
6273,tm129245,0,1,0,0
6274,ts21688,0,1,0,0
6275,ts26429,0,1,0,0
6276,ts22017,0,1,0,0
6277,tm145000,0,1,0,0
6278,ts21171,0,1,0,0
6279,ts21676,0,1,0,0
6280,ts4594,0,1,0,0
6281,tm152842,0,1,0,0
6282,ts25399,0,1,0,0
6283,ts21668,0,1,0,0
6284,ts22072,0,1,0,0
6285,tm93715,0,1,0,0
6286,tm93752,0,1,0,0
6287,tm48061,0,1,0,0
6288,tm78780,0,1,0,0
6289,ts15210,0,1,0,0
6290,ts15232,0,1,0,0
6291,ts30077,0,1,0,0
6292,tm132766,0,1,0,0
6293,ts21477,0,1,0,0
6294,tm152562,0,1,0,0
6295,tm47449,0,1,0,0
6296,tm143803,0,1,0,0
6297,ts29186,0,1,0,0
6298,ts35706,0,1,0,0
6299,ts38826,0,1,0,0
6300,ts12965,0,1,0,0
6301,tm22870,0,1,0,0
6302,tm85440,0,1,0,0
6303,tm134322,0,1,0,0
6304,ts22252,0,1,0,0
6305,ts15636,0,1,0,0
6306,ts21665,0,1,0,0
6307,tm103078,0,1,0,0
6308,ts22237,0,1,0,0
6309,ts18257,0,1,0,0
6310,tm31400,0,1,0,0
6311,ts1692,0,1,0,0
6312,ts27099,0,1,0,0
6313,ts31455,0,1,0,0
6314,tm56288,0,1,0,0
6315,ts22197,0,1,0,0
6316,tm34267,0,1,0,0
6317,ts21476,0,1,0,0
6318,ts16814,0,1,0,0
6319,ts25656,0,1,0,0
6320,tm135780,0,1,0,0
6321,ts7213,0,1,0,0
6322,ts20308,0,1,0,0
6323,ts20526,0,1,0,0
6324,ts20476,0,1,0,0
6325,tm137484,0,1,0,0
6326,ts13696,0,1,0,0
6327,tm103212,0,1,0,0
6328,tm103868,0,1,0,0
6329,ts32911,0,1,0,0
6330,ts4001,0,1,0,0
6331,ts8365,0,1,0,0
6332,ts7449,0,1,0,0
6333,ts20593,0,1,0,0
6334,ts7936,0,1,0,0
6335,ts38488,0,1,0,0
6336,ts1791,0,1,0,0
6337,tm161623,0,1,0,0
6338,ts20544,0,1,0,0
6339,ts3156,0,1,0,0
6340,ts22062,0,1,0,0
6341,ts26449,0,1,0,0
6342,ts59417,0,1,0,0
6343,ts9520,0,1,0,0
6344,ts30288,0,1,0,0
6345,ts52881,0,1,0,0
6346,ts31181,0,1,0,0
6347,tm114476,0,1,0,0
6348,ts3995,0,1,0,0
6349,ts29076,0,1,0,0
6350,ts52882,0,1,0,0
6351,ts43942,0,1,0,0
6352,ts959,0,1,0,0
6353,ts13724,0,1,0,0
6354,ts33423,0,1,0,0
6355,ts36151,0,1,0,0
6356,ts23740,0,1,0,0
6357,tm103707,0,1,0,0
6358,ts1611,0,1,0,0
6359,tm76868,0,1,0,0
6360,ts21940,0,1,0,0
6361,tm138525,0,1,0,0
6362,ts29475,0,1,0,0
6363,ts27365,0,1,0,0
6364,tm138484,0,1,0,0
6365,ts9527,0,1,0,0
6366,ts19361,0,1,0,0
6367,ts17714,0,1,0,0
6368,tm174369,0,1,0,0
6369,tm102396,0,1,0,0
6370,ts29465,0,1,0,0
6371,ts26428,0,1,0,0
6372,ts32450,0,1,0,0
6373,ts22057,0,1,0,0
6374,ts12816,0,1,0,0
6375,tm105030,0,1,0,0
6376,ts16399,0,1,0,0
6377,tm145906,0,1,0,0
6378,ts25765,0,1,0,0
6379,ts1922,0,1,0,0
6380,ts31640,0,1,0,0
6381,tm118330,0,1,0,0
6382,ts1978,0,1,0,0
6383,tm43286,0,1,0,0
6384,ts34653,0,1,0,0
6385,ts41553,0,1,0,0
6386,tm53999,0,1,0,0
6387,ts31637,0,1,0,0
6388,ts26043,0,1,0,0
6389,ts23519,0,1,0,0
6390,ts27249,0,1,0,0
6391,ts22452,0,1,0,0
6392,ts34545,0,1,0,0
6393,ts719,0,1,0,0
6394,tm164343,0,1,0,0
6395,ts32517,0,1,0,0
6396,ts32727,0,1,0,0
6397,ts27220,0,1,0,0
6398,ts7222,0,1,0,0
6399,ts30364,0,1,0,0
6400,ts23180,0,1,0,0
6401,ts21756,0,1,0,0
6402,ts46822,0,1,0,0
6403,ts58333,0,1,0,0
6404,ts23344,0,1,0,0
6405,ts3462,0,1,0,0
6406,ts29087,0,1,0,0
6407,tm146462,0,1,0,0
6408,ts453,0,1,0,0
6409,ts27189,0,1,0,0
6410,ts21430,0,1,0,0
6411,tm29785,0,1,0,0
6412,ts26203,0,1,0,0
6413,tm109588,0,1,0,0
6414,tm68041,0,1,0,0
6415,ts29790,0,1,0,0
6416,tm89528,0,1,0,0
6417,ts27319,0,1,0,0
6418,ts14090,0,1,0,0
6419,tm119946,0,1,0,0
6420,ts10531,0,1,0,0
6421,ts31728,0,1,0,0
6422,ts40126,0,1,0,0
6423,ts35532,0,1,0,0
6424,ts56437,0,1,0,0
6425,ts18979,0,1,0,0
6426,ts26826,0,1,0,0
6427,ts56589,0,1,0,0
6428,ts17037,0,1,0,0
6429,tm93863,0,1,0,0
6430,ts12668,0,1,0,0
6431,ts83895,0,1,0,0
6432,tm78730,0,1,0,0
6433,ts19901,0,1,0,0
6434,tm174183,0,1,0,0
6435,ts15001,0,1,0,0
6436,ts25680,0,1,0,0
6437,tm174270,0,1,0,0
6438,ts14111,0,1,0,0
6439,ts24496,0,1,0,0
6440,ts23774,0,1,0,0
6441,tm31557,0,1,0,0
6442,ts34085,0,1,0,0
6443,tm31466,0,1,0,0
6444,tm82995,0,1,0,0
6445,ts24184,0,1,0,0
6446,ts17417,0,1,0,0
6447,ts5961,0,1,0,0
6448,tm152993,0,1,0,0
6449,ts761,0,1,0,0
6450,ts60269,0,1,0,0
6451,tm29436,0,1,0,0
6452,tm68563,0,1,0,0
6453,ts52282,0,1,0,0
6454,tm102863,0,1,0,0
6455,tm54959,0,1,0,0
6456,ts18557,0,1,0,0
6457,tm75153,0,1,0,0
6458,ts27630,0,1,0,0
6459,ts4060,0,1,0,0
6460,ts5746,0,1,0,0
6461,tm171801,0,1,0,0
6462,ts10,0,1,0,0
6463,ts3630,0,1,0,0
6464,ts21222,0,1,0,0
6465,tm170442,0,1,0,0
6466,tm50018,0,1,0,0
6467,ts3979,0,1,0,0
6468,ts20672,0,1,0,0
6469,ts21806,0,1,0,0
6470,ts21036,0,1,0,0
6471,ts20518,0,1,0,0
6472,ts20439,0,1,0,0
6473,ts20436,0,1,0,0
6474,ts32835,0,1,0,0
6475,ts20534,0,1,0,0
6476,ts42135,0,1,0,0
6477,tm29578,0,1,0,0
6478,tm156908,0,1,0,0
6479,ts21146,0,1,0,0
6480,ts20433,0,1,0,0
6481,ts22244,0,1,0,0
6482,tm32701,0,1,0,0
6483,ts15884,0,1,0,0
6484,tm37153,0,1,0,0
6485,ts14526,0,1,0,0
6486,tm167897,0,1,0,0
6487,tm176113,0,1,0,0
6488,ts20388,0,1,0,0
6489,ts19046,0,1,0,0
6490,ts14643,0,1,0,0
6491,tm31116,0,1,0,0
6492,ts20676,0,1,0,0
6493,tm170071,0,1,0,0
6494,ts20429,0,1,0,0
6495,tm173571,0,1,0,0
6496,ts44522,0,1,0,0
6497,ts150,0,1,0,0
6498,ts20834,0,1,0,0
6499,ts28010,0,1,0,0
6500,ts9006,0,1,0,0
6501,tm172381,0,1,0,0
6502,tm57991,0,1,0,0
6503,ts34087,0,1,0,0
6504,tm172667,0,1,0,0
6505,ts18984,0,1,0,0
6506,tm70659,0,1,0,0
6507,ts21503,0,1,0,0
6508,ts20570,0,1,0,0
6509,tm48817,0,1,0,0
6510,ts20517,0,1,0,0
6511,tm167853,0,1,0,0
6512,ts22232,0,1,0,0
6513,tm39771,0,1,0,0
6514,ts21005,0,1,0,0
6515,tm34969,0,1,0,0
6516,tm173814,0,1,0,0
6517,tm57032,0,1,0,0
6518,ts34151,0,1,0,0
6519,ts14179,0,1,0,0
6520,tm35437,0,1,0,0
6521,tm166385,0,1,0,0
6522,ts20563,0,1,0,0
6523,tm41891,0,1,0,0
6524,ts38372,0,1,0,0
6525,ts11151,0,1,0,0
6526,ts43986,0,1,0,0
6527,ts35428,0,1,0,0
6528,ts9246,0,1,0,0
6529,ts28044,0,1,0,0
6530,ts21107,0,1,0,0
6531,ts20998,0,1,0,0
6532,ts20639,0,1,0,0
6533,ts21201,0,1,0,0
6534,tm65465,0,1,0,0
6535,tm177129,0,1,0,0
6536,ts18066,0,1,0,0
6537,ts21008,0,1,0,0
6538,ts6291,0,1,0,0
6539,ts35525,0,1,0,0
6540,ts14992,0,1,0,0
6541,ts15911,0,1,0,0
6542,ts20426,0,1,0,0
6543,ts7273,0,1,0,0
6544,ts8314,0,1,0,0
6545,tm29378,0,1,0,0
6546,tm70754,0,1,0,0
6547,tm182861,0,1,0,0
6548,ts28059,0,1,0,0
6549,tm174683,0,1,0,0
6550,ts27027,0,1,0,0
6551,ts20579,0,1,0,0
6552,ts21111,0,1,0,0
6553,tm39313,0,1,0,0
6554,tm31689,0,1,0,0
6555,ts26495,0,1,0,0
6556,ts10822,0,1,0,0
6557,ts33646,0,1,0,0
6558,ts11600,0,1,0,0
6559,ts33824,0,1,0,0
6560,ts27050,0,1,0,0
6561,ts27837,0,1,0,0
6562,ts6179,0,1,0,0
6563,ts11779,0,1,0,0
6564,ts27280,0,1,0,0
6565,ts34258,0,1,0,0
6566,ts16683,0,1,0,0
6567,tm30543,0,1,0,0
6568,tm60339,0,1,0,0
6569,tm42551,0,1,0,0
6570,ts8612,0,1,0,0
6571,ts20421,0,1,0,0
6572,tm55164,0,1,0,0
6573,ts27022,0,1,0,0
6574,ts21213,0,1,0,0
6575,ts27566,0,1,0,0
6576,tm67265,0,1,0,0
6577,tm163083,0,1,0,0
6578,tm60803,0,1,0,0
6579,ts33846,0,1,0,0
6580,ts20670,0,1,0,0
6581,ts33644,0,1,0,0
6582,ts26847,0,1,0,0
6583,ts27922,0,1,0,0
6584,ts12414,0,1,0,0
6585,tm42882,0,1,0,0
6586,tm174447,0,1,0,0
6587,tm179641,0,1,0,0
6588,tm52062,0,1,0,0
6589,ts5374,0,1,0,0
6590,ts26999,0,1,0,0
6591,ts191698,0,1,0,0
6592,ts945,0,1,0,0
6593,ts17694,0,1,0,0
6594,tm169179,0,1,0,0
6595,tm174230,0,1,0,0
6596,tm183176,0,1,0,0
6597,tm31333,0,1,0,0
6598,tm58432,0,1,0,0
6599,tm43987,0,1,0,0
6600,tm36614,0,1,0,0
6601,ts17103,0,1,0,0
