815,tm481620,8.2,8.0
816,tm30278,6.0,6.8
817,tm165932,6.3,6.3
818,tm63368,7.8,8.0
819,tm161632,7.2,6.1
820,tm182026,4.0,6.8
821,tm235979,5.3,5.0
822,tm946846,,
823,tm181366,6.3,
824,tm60213,6.0,6.0
825,tm481509,6.1,
826,tm159623,5.9,4.0
827,ts60663,,
828,tm34646,5.0,5.1
829,ts39465,6.7,6.0
830,ts69208,7.5,6.5
831,tm224577,6.2,5.0
832,tm172504,6.7,5.8
833,ts20110,8.8,8.558
834,ts20837,8.4,8.2
835,ts20682,9.0,8.6
836,ts20824,8.3,8.6
837,ts1639,8.0,7.6
838,ts20351,6.1,5.6
839,ts11188,7.6,7.8
840,tm140389,7.2,7.1
841,ts20248,7.5,8.0
842,tm150928,6.8,6.559
843,tm140877,8.0,8.0
844,ts8146,7.6,7.9
845,tm176864,8.1,7.7
846,tm151663,7.8,7.7
847,ts16045,6.4,5.9
848,tm145655,7.2,7.1
849,tm160621,7.5,7.533
850,ts20292,7.8,7.6
851,tm134967,7.8,7.67
852,tm183523,5.7,5.9
853,ts6,8.7,8.1
854,tm148147,7.2,6.998
855,tm143227,7.4,7.254
856,ts21374,8.1,7.9
857,ts14583,8.8,8.6
858,tm169719,7.5,7.1
859,tm182429,6.5,6.4
860,ts20261,7.6,6.9
861,tm175843,6.3,6.3
862,tm163686,7.3,7.0
863,ts21367,7.8,7.952
864,ts20108,5.6,8.3
865,tm180572,6.5,6.7
866,tm151807,6.3,6.4
867,tm151764,6.6,6.6
868,ts20823,8.1,7.7
869,tm153284,6.4,6.5
870,ts32218,5.6,8.1
871,ts35682,8.6,8.1
872,tm165967,7.1,6.9
873,ts20791,6.6,7.2
874,tm161525,5.3,5.7
875,tm168400,5.2,5.4
876,tm161282,6.6,6.505
877,ts20280,8.0,7.4
878,tm148671,6.5,6.309
879,tm171042,6.7,6.8
880,tm178712,3.5,4.8
881,ts20288,6.9,6.3
882,ts20281,6.8,7.2
883,tm187279,7.6,7.4
884,tm165521,,6.2
885,tm141648,5.5,5.5
886,ts314002,7.9,8.503
887,tm176630,7.2,7.355
888,ts32060,5.6,7.9
889,tm184608,4.8,5.4
890,tm187979,6.3,6.443
891,tm171228,7.1,6.8
892,ts2727,8.1,7.4
893,ts20790,7.3,6.8
894,tm161029,6.8,6.7
895,ts20014,7.8,8.2
896,tm181270,6.4,6.3
897,ts35570,8.0,7.5
898,tm237143,6.9,7.2
899,tm181081,7.1,6.9
900,ts20336,8.1,6.1
901,ts35244,7.1,7.5
902,tm144121,6.9,6.7
903,ts2161,6.2,6.7
904,ts32271,8.6,8.4
905,ts20097,7.0,7.3
906,ts22383,5.4,6.0
907,tm143642,7.5,7.7
908,ts36836,8.3,8.5
909,ts22426,7.1,7.9
910,ts42168,7.9,7.7
911,tm148976,8.0,7.6
912,ts35282,6.0,7.2
913,tm136601,6.0,5.9
914,tm151716,8.2,7.8
915,tm166628,5.3,5.8
916,tm140342,5.1,5.3
917,ts20883,5.1,7.3
918,tm151447,6.2,6.1
919,tm147913,8.1,7.7
920,ts11794,6.4,7.8
921,ts98110,7.3,
922,ts22445,7.5,7.8
923,tm469911,,7.5
924,tm149038,8.3,7.6
925,tm161562,7.0,6.7
926,ts34066,6.7,7.6
927,ts521,4.6,8.5
928,tm71148,6.4,5.9
929,tm156811,8.1,7.4
930,ts82979,6.1,8.2
931,ts33590,5.0,7.1
932,tm138431,8.2,8.0
933,tm144046,6.3,5.9
934,ts33840,7.3,7.5
935,tm171965,8.0,7.5
936,tm157085,6.0,5.9
937,tm185208,7.6,7.4
938,tm180599,5.2,5.8
939,ts58137,4.6,7.4
940,tm154797,5.7,5.7
941,ts20709,7.7,7.3
942,ts10206,7.7,7.8
943,ts154625,7.9,6.9
944,ts37187,6.8,7.8
945,ts53641,6.5,4.0
946,tm148910,8.1,7.1
947,tm182275,7.5,7.2
948,tm152904,7.7,7.2
949,tm172710,6.9,6.6
950,tm143757,5.6,5.4
951,ts35628,8.5,6.8
952,ts57744,,6.0
